,logFC,AveExpr,t,P.Value,adj.P.Val,B
CTSK,0.256611757,7.927336968,1.264402459,0.213734143,0.410894298,-5.75519629
LINC01326,-0.402938801,2.670740834,-1.264276728,0.213778769,0.410945726,-5.755349551
PAQR8,0.223388246,7.081519249,1.264096444,0.213842771,0.411034387,-5.755569285
WDR81,-0.166908342,8.338414554,-1.263767629,0.213959538,0.411190072,-5.755969976
FAAP24,-0.271948705,4.278105193,-1.263283642,0.214131496,0.411374759,-5.756559585
BTC,-0.361058037,3.565328335,-1.263250485,0.21414328,0.411382709,-5.75659997
PKD2L2-DT,-0.17395172,6.576401007,-1.263074892,0.214205695,0.411481491,-5.756813827
LINC01553,0.260450513,3.981955361,1.262770544,0.214313909,0.411618778,-5.757184431
PLS3-AS1,0.182193645,5.940706539,1.262378575,0.214453339,0.411829229,-5.75766161
LINC02200,-0.348099835,3.129290096,-1.261803386,0.214658065,0.412084692,-5.758361593
TMEM140,0.233657358,4.419282249,1.261681627,0.214701422,0.412099102,-5.758509732
DNAAF10,-0.32668151,3.32233257,-1.261462798,0.214779359,0.412191341,-5.758775938
WWC3-AS1,-0.213916413,4.08110695,-1.260924748,0.214971081,0.412475946,-5.759430298
MAPT-IT1,0.310317352,4.540655392,1.26088418,0.214985541,0.412483734,-5.759479625
LINC01809,0.289239591,3.174263574,1.260441817,0.215143271,0.412728955,-5.760017405
LINC00051,-0.1807146,5.063727082,-1.260207899,0.215226712,0.412820098,-5.760301708
LINC02481,-0.244418756,4.595369897,-1.260191173,0.215232679,0.412820098,-5.760322035
LINC01963,-0.199155649,7.917351468,-1.260166778,0.215241383,0.412825311,-5.760351682
RNF125,-0.144147994,8.121018133,-1.260030207,0.215290113,0.412885072,-5.760517643
CACNG2,0.415216437,2.656115156,1.25995342,0.215317515,0.412902436,-5.760610946
ADGRL1-AS1,-0.376703093,3.252723577,-1.259665238,0.215420379,0.412996345,-5.760961071
LMBRD1,-0.202340151,8.400223528,-1.259405067,0.215513275,0.413128508,-5.7612771
SULT1A4,-0.332864227,6.440675154,-1.259249665,0.215568778,0.413188967,-5.761465838
KIAA0895L,0.210982792,6.498676975,1.258676886,0.21577344,0.4134204,-5.762161302
CRTC3,-0.255714133,4.064493647,-1.258351635,0.215889721,0.413505348,-5.76255609
PLAAT1,0.204368152,6.305420387,1.258226492,0.215934474,0.413570807,-5.762707963
SNAPC2,-0.163072344,6.294223338,-1.258164884,0.215956508,0.413570973,-5.762782724
PDP2,0.336850186,3.076034998,1.258101858,0.215979052,0.413570973,-5.762859203
FMC1-LUC7L2,-0.508345918,7.756744242,-1.258049117,0.215997918,0.413574759,-5.7629232
EFR3A,-0.265193526,4.166921307,-1.257637039,0.216145364,0.413765182,-5.763423133
TMEM225B,0.301404892,2.896573521,1.257492377,0.216197143,0.41384133,-5.763598601
DENND3-AS1,-0.316250693,3.722280555,-1.25689333,0.216411662,0.414182987,-5.764325019
ZBTB3,-0.127204884,7.220209358,-1.256091533,0.216699034,0.414560423,-5.765296799
LINC02345,0.274365166,3.895099609,1.255933983,0.216755535,0.41463401,-5.765487682
RCC2-AS1,-0.155860086,6.132855697,-1.255500319,0.216911114,0.41486258,-5.766012986
ZC3H3,-0.134333261,8.1013804,-1.255135073,0.217042212,0.415017495,-5.766455285
LINC01990,0.318699314,3.024208564,1.254917489,0.217120338,0.415113093,-5.766718715
CCDC137,-0.204268885,6.718384636,-1.254736208,0.217185445,0.415163556,-5.766938159
FLG-AS1,-0.35472702,6.438886767,-1.254734124,0.217186193,0.415163556,-5.766940682
SPINT2,-0.334643312,2.98500959,-1.254719219,0.217191547,0.415163556,-5.766958724
AP1S2,-0.172055168,10.04284098,-1.254705038,0.217196641,0.415163556,-5.766975888
CYB561,-0.337163958,6.648303977,-1.254693161,0.217200907,0.415163556,-5.766990264
CERS4,0.278737142,3.603340297,1.254648785,0.217216848,0.415171014,-5.767043977
LINC00269,-0.410159205,2.769175162,-1.254497944,0.21727104,0.415217058,-5.76722654
GPR155-DT,0.211127562,4.281918503,1.254346004,0.217325636,0.415263863,-5.767410412
SPIB,-0.230884126,4.633457795,-1.254232956,0.217366264,0.415304691,-5.767547206
Metazoa_SRP,-0.237063188,5.018100956,-1.252848981,0.217864109,0.415912522,-5.769220964
PCSK6-AS1,-0.476899708,2.650698396,-1.252543919,0.217973961,0.416061228,-5.769589673
OR51B5,-0.297521587,3.874284936,-1.252452257,0.218006976,0.41608161,-5.769700443
MPZL2,-0.171900248,6.019946088,-1.252372832,0.218035587,0.416113186,-5.769796419
SSH3,-0.388119723,4.345982618,-1.252258006,0.218076955,0.416125547,-5.769935163
BARX2,-0.460214814,2.365962226,-1.252041134,0.218155102,0.416203076,-5.770197177
IL2RG,-0.373766699,3.285808998,-1.251783762,0.218247871,0.416333997,-5.770508067
KBTBD2,-0.124248854,9.920160637,-1.251693594,0.218280379,0.416341154,-5.770616971
TADA2A,-0.449027307,4.502805166,-1.25166767,0.218289725,0.416344746,-5.77064828
NAT14,-0.188622105,5.339687717,-1.251025237,0.218521449,0.416678591,-5.771423977
ATP11A,0.198849389,4.892874205,1.25101491,0.218525175,0.416678591,-5.771436444
UGT8,-0.387545762,2.938610641,-1.250919242,0.218559699,0.416698339,-5.771551925
FCN1,0.503150094,4.307452424,1.250466431,0.218723158,0.416841541,-5.772098403
PRICKLE4,-0.278648492,3.72545036,-1.250460039,0.218725466,0.416841541,-5.772106117
ZNF229,-0.248757239,4.077065484,-1.250388816,0.218751185,0.41684241,-5.772192056
FXYD6,0.263779875,5.33944676,1.250175659,0.218828171,0.416945106,-5.772449228
TCEANC2,0.122661875,9.023418317,1.249800224,0.218963816,0.417042262,-5.772902089
DBET,0.363069945,3.363072341,1.248960388,0.219267477,0.417378575,-5.773914673
GTPBP4,-0.226328416,7.161672543,-1.248866569,0.219301419,0.417426825,-5.774027752
BRPF3,-0.136853659,8.989281281,-1.248837637,0.219311887,0.417426825,-5.774062621
UNC13D,0.247197846,4.442876353,1.248806172,0.219323272,0.417426825,-5.774100543
SLC51B,-0.172011329,5.143030026,-1.248789957,0.219329139,0.417426825,-5.774120085
TRPC6,-0.359957902,5.187280068,-1.248667514,0.219373446,0.417476591,-5.774267642
ZNF358,-0.175014745,9.786512473,-1.248531496,0.219422674,0.417512672,-5.774431544
ANGPTL1,-0.226540829,7.653382023,-1.248285149,0.219511853,0.417601713,-5.77472835
HULC,-0.203347183,4.586075105,-1.247931634,0.219639874,0.417760391,-5.775154181
LINC02861,-0.379234637,2.406589668,-1.247718013,0.219717262,0.417850817,-5.775411447
ZNF32-AS2,-0.183202745,5.177077464,-1.247630961,0.219748804,0.417891116,-5.775516274
C2CD4D,-0.413449723,2.708677549,-1.247541303,0.219781293,0.417906809,-5.775624231
CLCA1,-0.351717668,3.161931966,-1.247283575,0.219874707,0.418038659,-5.775934522
IQCH-AS1,-0.23397406,6.432089024,-1.247240658,0.219890265,0.418040837,-5.775986186
DDX46,-0.106675005,9.307812522,-1.246953089,0.219994534,0.418220039,-5.776332322
RBM24,-0.152773318,11.10932484,-1.246855985,0.220029751,0.418263931,-5.776449186
SEC14L1P1,-0.184953175,5.907459326,-1.245987844,0.220344792,0.418712778,-5.777493617
PCDHGB5,0.564374363,5.894348455,1.245790736,0.220416367,0.418814173,-5.777730657
AURKB,-0.305946735,3.325425254,-1.245747448,0.220432089,0.418832506,-5.77778271
AADAT,-0.287703678,5.846276555,-1.245544202,0.220505915,0.418924544,-5.778027088
NOP14,-0.134006802,8.5495309,-1.245530485,0.220510898,0.418924544,-5.77804358
LINC02166,0.369492629,2.450180609,1.245403801,0.220556925,0.419000443,-5.778195882
LINC01555,0.234384154,4.19629,1.245214106,0.220625858,0.419046826,-5.77842391
OBI1,-0.125321779,8.853220539,-1.244518911,0.22087862,0.419334372,-5.779259314
METTL16,-0.261989176,4.954543196,-1.244219267,0.220987632,0.419465395,-5.779619259
MFSD4B,-0.112588807,8.761296566,-1.244174578,0.221003894,0.419468286,-5.779672935
ZDHHC7,-0.36455213,3.031933716,-1.243851766,0.221121386,0.419607037,-5.780060608
LINC01517,0.181471335,5.562435375,1.243295044,0.221324123,0.419856514,-5.780728972
ATP8B1-AS1,0.195070981,5.363735489,1.242935919,0.221454976,0.420000817,-5.781159967
LINC01150,-0.218657187,4.420133331,-1.242602056,0.221576677,0.420162306,-5.781560542
ZNF280C,-0.256551329,4.943645943,-1.24240515,0.221648477,0.420244737,-5.781796748
TRAF2,-0.314803529,3.541139131,-1.242227958,0.221713103,0.420316998,-5.782009276
OR1I1,0.160744912,6.592538147,1.242111036,0.221755755,0.42038326,-5.782149498
ZNF385D-AS1,0.333360922,3.040890077,1.241968057,0.22180792,0.420432448,-5.782320954
RRS1,-0.170357425,7.914214828,-1.241654756,0.221922259,0.420632577,-5.782696592
WDR35,-0.183956949,8.308697151,-1.241626591,0.22193254,0.420640504,-5.782730357
IFIT3,-0.27543518,7.006320684,-1.241366874,0.22202736,0.420773969,-5.783041677
DNAH1,0.209421435,8.167993735,1.241183928,0.22209417,0.420828849,-5.783260935
RPN2,-0.307089613,4.545422672,-1.240945213,0.222181369,0.420938606,-5.783546989
SLC26A5,-0.347125741,2.881388522,-1.240828923,0.222223857,0.420972847,-5.783686321
LINC02894,-0.349689523,2.692798378,-1.240595525,0.22230915,0.42102153,-5.78396593
FAAH2,-0.308725838,3.085525329,-1.240577288,0.222315815,0.42102153,-5.783987776
BST2,-0.190121954,8.632933945,-1.240506329,0.222341752,0.421024054,-5.784072773
PURG,-0.317039859,3.442363985,-1.240414333,0.222375382,0.421040164,-5.784182963
USHBP1,0.169776062,6.985976134,1.240363026,0.222394139,0.421052561,-5.784244414
RPRD2,0.176584133,8.999679294,1.240101974,0.222489594,0.421210159,-5.78455704
SGCE,0.417044445,2.626882345,1.239927673,0.222553345,0.421273032,-5.784765743
MTOR,-0.146900341,5.866274146,-1.239805266,0.222598124,0.421294388,-5.784912294
PLCD1,0.36040067,6.13040054,1.239487282,0.22271448,0.42145081,-5.785292934
MCUR1,0.332109236,5.029496859,1.239241721,0.222804366,0.421563072,-5.785586819
PP7080,-0.127176201,7.159439362,-1.239148018,0.222838672,0.421596987,-5.785698948
HSPA4,0.170196406,7.950362171,1.239114813,0.22285083,0.421604723,-5.785738681
GADD45G,0.301002212,7.413140943,1.238955515,0.222909164,0.421682578,-5.785929281
EPN2-AS1,-0.158524703,6.167600878,-1.238708886,0.2229995,0.421777156,-5.786224327
PLPPR2,-0.262953211,5.703972946,-1.238318469,0.223142558,0.421959867,-5.78669128
CHRD,-0.41652265,4.561694988,-1.238300405,0.223149179,0.421960818,-5.786712882
YWHABP2,-0.234331049,3.669348159,-1.237814638,0.223327275,0.422219209,-5.78729368
ACSF3,-0.331729768,2.987587286,-1.23773655,0.223355914,0.422250765,-5.787387024
MTCL1,-0.353501828,4.652942287,-1.237426806,0.223469542,0.42234275,-5.787757232
EXOSC6,-0.121798675,9.800646083,-1.237289333,0.223519986,0.422418782,-5.787921514
FAM110D,-0.158702681,6.718852681,-1.23709908,0.223589812,0.422504434,-5.788148839
CALCB,-0.357902836,2.682559203,-1.236810493,0.223695759,0.42260043,-5.788493598
CAPN9,0.444554222,4.966252092,1.236334203,0.223870697,0.422829724,-5.789062435
BRD4,-0.167603493,9.010389803,-1.236097665,0.223957615,0.422913992,-5.78934486
RFTN2,-0.149370638,8.276371397,-1.236074906,0.223965979,0.422913992,-5.789372031
THG1L,0.191504392,4.982857727,1.235957658,0.224009073,0.422949047,-5.789512004
ATP8B2,-0.176822429,5.540449695,-1.235939729,0.224015663,0.422949288,-5.789533406
PLCB1-IT1,0.255156054,4.405345564,1.235923945,0.224021465,0.422949288,-5.789552249
ATP5IF1,-0.143211929,11.23749023,-1.235770112,0.224078017,0.423034043,-5.789735873
FOXD4L4,-0.416754376,2.767274744,-1.235421508,0.22420621,0.4231848,-5.79015191
LUZP1,-0.197325687,7.039528126,-1.235189422,0.224291585,0.423285466,-5.790428831
RMDN1,0.134943718,10.54123384,1.235039216,0.224346853,0.423343433,-5.790608028
MINDY1,-0.409701978,5.373846442,-1.234883871,0.224404023,0.423404975,-5.790793334
GBP4,-0.176029169,9.899164952,-1.234349846,0.224600635,0.423613701,-5.791430195
LINC02995,0.246970256,3.860699973,1.233316569,0.224981421,0.424018818,-5.792661726
RAP2A,-0.299291258,4.100297006,-1.233275431,0.224996591,0.424035821,-5.792710737
BFSP1,0.407702807,2.711499453,1.233231411,0.225012825,0.424054828,-5.792763181
XIAP-AS1,-0.260873019,3.402565057,-1.233019638,0.225090936,0.424154158,-5.793015454
CCDC30,-0.340005107,3.375404391,-1.232868023,0.22514687,0.424203126,-5.793196039
ZNF443,-0.188555076,6.744487166,-1.23282597,0.225162386,0.424210007,-5.793246124
LINC02473,0.159622756,6.201260764,1.232539322,0.22526817,0.424338933,-5.793587476
LINC01285,0.235130381,4.844843193,1.232230473,0.225382189,0.424495742,-5.793955185
ARL13B,-0.19758876,6.171510564,-1.231431735,0.22567726,0.424831067,-5.794905752
UPK3BL1,0.325121089,7.32587206,1.231169624,0.225774152,0.424943872,-5.795217564
FAM181A-AS1,0.492827463,3.681203646,1.231039864,0.22582213,0.424987785,-5.795371905
EME2,-0.276571149,2.979327639,-1.230325757,0.226086305,0.425380485,-5.796221022
NIPAL1,-0.228921966,4.465007111,-1.230256344,0.226111996,0.425392038,-5.796303535
ACBD7,0.182653349,4.163123335,1.230077292,0.226178276,0.425483885,-5.796516358
ARRB1,0.12898208,5.895913744,1.229626757,0.226345113,0.425670024,-5.797051738
JMJD1C-AS1,-0.214311228,4.974928782,-1.229133077,0.226528033,0.425881916,-5.797638181
RNF146,-0.158499902,6.122850595,-1.228566921,0.226737942,0.42621122,-5.798310452
LINC02175,-0.153816415,7.444795758,-1.228266568,0.22684936,0.426327702,-5.798666984
ADAMTS9-AS2,-0.171731242,7.196789747,-1.227999518,0.226948458,0.426427328,-5.798983916
ALG1L2,-0.251575783,4.084072981,-1.227891299,0.226988625,0.426471166,-5.799112331
GNAZ,0.242492766,5.860046948,1.227877588,0.226993715,0.426471166,-5.7991286
CIZ1,0.193798058,8.849792165,1.227844275,0.227006081,0.426482781,-5.799168127
POLR2B,-0.32537453,3.74845294,-1.227491206,0.227137173,0.426636096,-5.799587
DPM2,-0.191320057,6.15461345,-1.22744962,0.227152617,0.426641867,-5.799636329
PPM1A,-0.226344527,4.940672705,-1.227161917,0.227259486,0.426729695,-5.79997756
EIF2AK2,-0.577179503,4.288231222,-1.227128311,0.227271972,0.426729695,-5.800017414
SLC6A16,-0.2743519,5.09315705,-1.226657686,0.227446876,0.426950385,-5.800575427
SNHG12,-0.216526034,4.676623893,-1.226573418,0.227478204,0.42698403,-5.800675321
PLAC4,-0.262771876,3.493429202,-1.226559517,0.227483372,0.42698403,-5.8006918
SUSD6,-0.124042431,9.957710379,-1.225048439,0.228045693,0.427829923,-5.802481994
FBXL7,0.209433774,8.26558614,1.224772608,0.22814845,0.427987776,-5.802808555
KIF5A,0.413823516,2.845421322,1.224670551,0.228186478,0.428022398,-5.802929364
ITGAL,0.389596259,5.571557804,1.224631262,0.228201119,0.428022398,-5.80297587
BRMS1,-0.217785611,6.741188489,-1.224418981,0.228280238,0.428108518,-5.803227121
RPS4Y1,-1.259430978,7.206476833,-1.224411688,0.228282957,0.428108518,-5.803235751
PCP4L1,-0.373572751,3.225358709,-1.224284799,0.22833026,0.428142516,-5.803385914
NLRC3,-0.343723333,6.827489509,-1.22389291,0.228476397,0.428241897,-5.803849591
LINC02363,-0.252013665,4.740890235,-1.223216661,0.228728737,0.428528535,-5.804649396
STAG3L5P-PVRIG2P-PILRB,0.30527698,4.431936689,1.223009028,0.228806255,0.42865048,-5.804894882
C1orf226,-0.142200844,7.077522973,-1.222426462,0.229023857,0.428953276,-5.805583452
POLRMT,-0.183432053,9.041043661,-1.222208319,0.229105378,0.429082657,-5.805841211
DIAPH3,-0.265950337,4.547866452,-1.221968156,0.229195153,0.429196895,-5.806124939
HCP5,-0.269377516,7.35688372,-1.22180759,0.229255188,0.429235017,-5.806314603
SELENOM,-0.320179652,4.297443014,-1.221301681,0.229444422,0.429379509,-5.806912041
TYRP1,0.286804696,5.534783674,1.220857842,0.229610535,0.429524805,-5.807435993
PCDH1,-0.276785761,5.912891309,-1.22043559,0.22976865,0.42964627,-5.807934297
SPRY3,-0.125130261,7.483742294,-1.220421698,0.229773854,0.42964627,-5.807950688
GORASP1,-0.380766282,2.166823377,-1.220205784,0.229854737,0.429707001,-5.808205427
ZNHIT6,0.1289393,8.906287589,1.220201945,0.229856175,0.429707001,-5.808209956
SLCO5A1-AS1,0.263080754,5.063615372,1.219952544,0.229949629,0.429776867,-5.808504151
ERI1,-0.162665117,7.456323321,-1.219800614,0.230006573,0.42984835,-5.80868334
ETV6,-0.281247321,4.704478269,-1.219498647,0.230119783,0.42992013,-5.809039425
GAD2,0.239730267,8.632333497,1.219439777,0.230141859,0.429938081,-5.809108837
SRPK3,-0.277276124,6.046616724,-1.219065262,0.230282335,0.430095663,-5.80955034
VAT1L,0.416038117,9.336369113,1.218896547,0.230345639,0.43013236,-5.809749193
ALPK1,-0.340142643,2.665965066,-1.218351338,0.230550294,0.430386342,-5.810391614
SLCO5A1,0.163032913,9.263301425,1.21808865,0.230648948,0.430535547,-5.810701047
C12orf40,-0.235038287,5.181442693,-1.218051449,0.230662921,0.430549978,-5.810744862
KDM6A,-0.247052009,4.908269838,-1.217735598,0.230781587,0.430689885,-5.811116825
SRF,0.147756939,10.88556264,1.217638491,0.23081808,0.430723023,-5.811231166
DNAJB7,-0.182409305,5.446883384,-1.217294913,0.230947228,0.430894074,-5.81163565
CNOT6,-0.267640816,7.773456781,-1.217113432,0.231015468,0.430996093,-5.811849261
SREBF2,-0.271003564,3.50057315,-1.217099639,0.231020655,0.430996093,-5.811865494
ZNF34,-0.259807617,6.752392945,-1.216653091,0.231188629,0.431169512,-5.812390966
GK,-1.621687169,5.938413399,-1.216443517,0.231267494,0.431238363,-5.81263752
CBLL1-AS1,-0.250774234,4.108853827,-1.216408699,0.231280598,0.431238363,-5.812678478
SPATS2,-0.223622349,5.512040365,-1.216168061,0.231371181,0.431358337,-5.812961521
TRIM16L,-0.385151539,4.060995494,-1.216136167,0.231383188,0.431369063,-5.812999031
AGMAT,-0.240985039,3.460663063,-1.215898225,0.231472785,0.431489446,-5.813278846
LINC02249,0.314811472,3.780406445,1.215397839,0.231661289,0.431700822,-5.813867123
RSPH3,-0.144665382,8.838727451,-1.215336455,0.231684422,0.431732264,-5.813939273
DPYSL4,0.271295205,9.298928259,1.215171561,0.231746569,0.431789742,-5.814133072
SCN5A,0.200471535,6.155450638,1.215137967,0.231759232,0.431801671,-5.814172552
SEC31B,0.381391746,5.411499882,1.214642133,0.231946191,0.431939973,-5.814755142
CACTIN,-0.125652128,7.47803049,-1.214263825,0.232088911,0.432119705,-5.815199495
TLCD3B,-0.221983033,3.598520127,-1.213953652,0.232205975,0.43227202,-5.815563722
DSTYK,0.247501093,4.157157228,1.213749758,0.232282951,0.432345301,-5.815803102
LINC00632,0.328091677,3.662875361,1.213195248,0.23249239,0.432621176,-5.816453931
ZPBP2,-0.152352505,5.850007915,-1.213062374,0.232542598,0.432651708,-5.816609845
PLA2G4E-AS1,-0.349125202,2.676050354,-1.213048235,0.232547941,0.432651708,-5.816626434
FXYD6-AS1,-0.200303647,4.714126094,-1.212564828,0.23273067,0.432783558,-5.817193523
FAM86C1P,-0.188315444,5.02581736,-1.212546549,0.232737582,0.432783558,-5.817214962
ZNF117,-0.16721969,5.578200043,-1.212545355,0.232738033,0.432783558,-5.817216362
ZNF567,-0.346665944,6.125050336,-1.212148188,0.232888246,0.432973519,-5.817682118
DOK4,-0.27302501,5.828517227,-1.211800457,0.233019821,0.43317908,-5.818089785
PABPN1,-0.133870353,8.702505888,-1.211690697,0.233061364,0.433232953,-5.818218441
CCDC3,0.271981536,7.496252278,1.211399044,0.233171776,0.43336202,-5.818560252
SLC38A11,-0.515321477,3.236191455,-1.211075646,0.233294252,0.433525651,-5.818939178
LINC01103,-0.427684961,2.351965153,-1.210888003,0.233365337,0.433634379,-5.819158998
CTRC,-0.213483553,3.455382058,-1.210493381,0.233514884,0.433815236,-5.819621185
TOP2A,0.5357532,5.504238829,1.210441519,0.233534543,0.433820227,-5.819681916
AATF,0.4319813,1.966856465,1.210197558,0.233627035,0.433875198,-5.819967565
VNN3P,-0.243180318,5.078816274,-1.210124889,0.233654592,0.433891311,-5.820052642
PHACTR2,-0.124569133,11.16383339,-1.209766193,0.233790645,0.434062151,-5.820472512
PTTG1IP,-0.137483575,11.33216255,-1.209524516,0.233882347,0.434162282,-5.820755343
ANKRD61,-0.163335528,5.276137264,-1.209346633,0.233949859,0.434217485,-5.820963482
TNFSF13B,-0.32089925,5.058810247,-1.208812514,0.23415266,0.434406848,-5.82158828
NIFK-AS1,0.363501961,3.122478847,1.208793077,0.234160042,0.434408858,-5.821611012
PPP1R9A-AS1,0.204333911,6.143261223,1.208734405,0.234182328,0.434427934,-5.821679629
EIF4E3,-0.152464423,9.460332225,-1.208560745,0.2342483,0.434470849,-5.821882704
GPR89B,-1.173183917,0.3675162,-1.208429969,0.234297989,0.434512878,-5.822035613
HMGB3,-0.289034187,5.705800648,-1.208420863,0.234301449,0.434512878,-5.82204626
PEX5,0.160109215,8.489598779,1.208305128,0.234345431,0.434554078,-5.82218157
EP300,-0.103676191,11.35953621,-1.208269776,0.234358867,0.434555625,-5.822222899
NOP2,-1.327761682,6.390882218,-1.208127985,0.23441276,0.434608819,-5.822388651
R3HDM1,-0.25282824,5.204611486,-1.208089252,0.234427484,0.434612751,-5.822433925
TAFAZZIN,0.169435199,6.701112324,1.207507514,0.234648704,0.434827933,-5.823113759
USP32,0.252612406,5.803404843,1.207277354,0.23473627,0.434951388,-5.823382647
MILR1,-0.44770311,3.09404856,-1.206776427,0.234926936,0.435216743,-5.823967698
IFT52,-0.314416264,6.16555934,-1.20546563,0.235426397,0.435925651,-5.825497563
MAK16,-0.508676818,2.126755032,-1.204397981,0.235833787,0.436473492,-5.826742505
ALDH3B1,0.177368171,6.78194593,1.204181099,0.235916608,0.436563884,-5.826995278
DOCK9-DT,-0.337241437,2.960390462,-1.204161652,0.235924035,0.436565805,-5.827017941
LYAR,-0.35943656,3.426949521,-1.204107609,0.235944676,0.436580574,-5.82708092
TYW1,-0.224883292,4.662992558,-1.203592419,0.236141514,0.4368276,-5.827681164
DRAIC,0.332749957,3.5052395,1.203302146,0.236252472,0.436962536,-5.828019253
KCNAB1,-0.394040336,5.276015173,-1.203089507,0.236333778,0.437066033,-5.828266873
RSU1,-0.251138781,4.79155762,-1.202738223,0.236468142,0.437209011,-5.828675856
INPP5D,-0.263073543,6.965230651,-1.20255522,0.236538162,0.437303303,-5.828888874
CD40,-0.261894008,3.224030922,-1.202157573,0.23669036,0.437498025,-5.829351637
GNL1,-0.212765478,5.398590403,-1.201812639,0.236822442,0.437699809,-5.829752941
MNS1,0.171807946,6.18260044,1.201678326,0.236873887,0.437750616,-5.829909174
LINC00410,-0.427134728,2.303522182,-1.201504073,0.236940643,0.437836141,-5.830111843
CHRNA7,-0.295825609,3.634432842,-1.200923061,0.237163326,0.438095074,-5.830787403
LINC02950,0.2213231,4.381487829,1.200826342,0.23720041,0.438095074,-5.830899831
SETD2,-0.328292937,3.737922681,-1.200608719,0.237283867,0.438223814,-5.831152771
APMAP,-0.139822247,8.427020878,-1.200445389,0.237346518,0.438294932,-5.831342579
MFAP4,-0.249272964,9.699489563,-1.200437669,0.237349479,0.438294932,-5.83135155
EGFLAM-AS3,-0.299798407,3.140340917,-1.200231953,0.237428406,0.438385104,-5.831590581
HYPK,-0.160006166,4.856366002,-1.19924217,0.237808424,0.438894198,-5.832740121
AFAP1,-0.279504223,8.112249361,-1.198383608,0.238138422,0.439354974,-5.833736549
LYNX1-SLURP2,-0.258450785,4.639072601,-1.198304923,0.238168683,0.439393385,-5.833827836
NHLRC1,-0.181312652,5.417899151,-1.198156995,0.23822558,0.439456998,-5.83399944
CAPS,-0.113661133,7.186049038,-1.198117142,0.23824091,0.439461769,-5.834045668
UNK,-0.174476508,4.566389055,-1.197850011,0.238343686,0.439569057,-5.834355496
MRPS9-AS1,-0.279134045,3.236023141,-1.197805695,0.238360739,0.439586729,-5.834406889
TASP1,-0.292936893,5.099578214,-1.197791984,0.238366015,0.439586729,-5.834422789
SNX22,-0.4081507,3.105295006,-1.197704975,0.238399501,0.439613218,-5.834523687
PCLAF,-0.230824679,4.344448819,-1.197627862,0.23842918,0.439644438,-5.834613103
CYP1B1,-0.348762276,9.978880899,-1.197371792,0.238527757,0.439755664,-5.834909991
MAP3K14-AS1,0.30714074,2.727143338,1.197323756,0.238546252,0.439778007,-5.834965677
GMNN,-0.316790911,5.011488084,-1.197026054,0.2386609,0.439933789,-5.835310746
HSDL2-AS1,-0.196013615,5.425913801,-1.19701725,0.238664291,0.439933789,-5.83532095
GINS2,-0.184119691,4.955658988,-1.196983821,0.238677167,0.439933789,-5.835359693
LMO2,-0.30241872,6.41020624,-1.196971844,0.238681781,0.439933789,-5.835373573
XIRP2-AS1,0.394617943,4.152384644,1.196842418,0.23873164,0.439966898,-5.835523561
PITPNM1,-0.398300326,1.805423678,-1.196038823,0.23904138,0.440384752,-5.836454485
CGNL1,-0.564504679,10.33340775,-1.195512571,0.23924438,0.44061131,-5.837063809
CSNK2A3,0.265637254,4.677211192,1.195484785,0.239255102,0.44061131,-5.837095974
LINC01046,0.273504974,3.239325039,1.195390897,0.239291333,0.440641968,-5.837204654
PTPN23,-0.309567156,3.730821975,-1.195387648,0.239292587,0.440641968,-5.837208415
ZBTB26,-0.127140171,8.050007525,-1.195362258,0.239302386,0.440641968,-5.837237804
DYRK3,-0.342130649,4.940030762,-1.195263798,0.239340387,0.440688412,-5.837351766
TAB1,0.182709287,4.059400395,1.195124156,0.239394291,0.440693542,-5.837513378
SALL4,-0.218069152,4.203491707,-1.19498194,0.239449197,0.440720852,-5.83767795
ZNF678,-0.296261924,3.630550237,-1.19480494,0.239517545,0.44077926,-5.837882751
SULF1,0.195542094,5.000969568,1.194718243,0.239551029,0.440793833,-5.837983054
CDC5L,-0.1200568,10.92095807,-1.19428495,0.239718422,0.44099596,-5.838484248
RAD23B,-0.217537246,4.746713455,-1.194106943,0.239787216,0.441110751,-5.838690103
CYB5R3,0.149331305,7.488406828,1.194045421,0.239810996,0.441130964,-5.838761243
RAB35,-0.155593573,8.300190027,-1.19380045,0.239905699,0.441234562,-5.839044475
GDF11,0.168257572,9.992057665,1.193650283,0.239963766,0.441273328,-5.839218071
PRSS23-AS1,0.216544818,6.053889752,1.193443013,0.240043931,0.441351168,-5.839457645
LMF1-AS1,0.303034469,3.702787714,1.193198983,0.240138338,0.441462302,-5.839739659
SNORA5A,-0.381995489,2.594359272,-1.193060096,0.240192081,0.441496991,-5.839900139
GP6-AS1,0.40851448,3.030044129,1.192817036,0.240286155,0.441604566,-5.840180949
PELI1,-0.17799573,8.183699077,-1.19253132,0.240396774,0.441753287,-5.840510971
LINC02204,0.212314336,4.947153001,1.192483107,0.240415444,0.441771545,-5.840566654
STX17-DT,-0.175177534,5.56403591,-1.192433659,0.240434593,0.441794962,-5.84062376
CHD7,0.112485865,9.992501652,1.192019401,0.240595063,0.442007392,-5.84110209
KLHDC4,-0.334883456,3.860479597,-1.19170474,0.240717005,0.442148974,-5.841465317
FSIP2-AS1,-0.35140226,2.394311106,-1.190825999,0.241057786,0.442510149,-5.842479214
MTDH,0.320410887,3.92904338,1.190394054,0.241225427,0.442717342,-5.842977341
