"","adj.P.Val","P.Value","t","B","logFC"
"WNT2B",0.3602,0.01095364,2.9341448,-2.6824,1.02682663
"DNAJB9",0.3617,0.01108372,-2.9281593,-2.6929,-0.61978358
"GSTM3",0.3617,0.01115082,2.9250986,-2.6983,1.3979191
"ZBTB16",0.3617,0.01121127,2.922357,-2.7031,1.43513564
"SLC26A6",0.3617,0.01122522,-2.9217264,-2.7042,-0.65082902
"CBX7",0.3617,0.01122523,2.9217259,-2.7042,0.96575145
"TMTC4",0.3617,0.01124358,-2.9208978,-2.7057,-0.68434856
"BBS9",0.3617,0.01127379,-2.9195365,-2.7081,-1.38008788
"CENPV",0.3617,0.01131996,-2.9174637,-2.7117,-0.81036809
"WNT7A",0.3617,0.01132323,-2.9173173,-2.712,-0.79612853
"CD209",0.3622,0.01136411,-2.9154891,-2.7152,-2.01091177
"FCGR2A",0.3638,0.01144254,-2.9120002,-2.7213,-1.28453565
"CDC7",0.364,0.0115208,-2.908542,-2.7274,-1.42423031
"RSRP1",0.364,0.01158698,-2.9056358,-2.7325,-0.91814179
"ORMDL3",0.364,0.01159332,2.9053584,-2.733,1.03882597
"NFIC",0.364,0.01160323,2.9049245,-2.7338,0.92555988
"BAIAP2",0.364,0.01162607,2.9039267,-2.7355,0.87877944
"RAC2",0.364,0.01163269,-2.903638,-2.736,-1.2503803
"TEF",0.364,0.01165773,2.9025467,-2.7379,1.20336957
"BVES",0.364,0.01166347,2.9022969,-2.7384,0.80302643
"AXIN2",0.3681,0.01185392,2.8940765,-2.7528,1.09676828
"ATP2A2",0.3681,0.01190959,-2.8916981,-2.757,-0.9863929
"SRPRB",0.3681,0.01191184,-2.891602,-2.7571,-0.66160671
"SH3BGRL",0.3681,0.01193779,-2.8904973,-2.7591,-0.58185184
"C11orf16",0.3681,0.01195919,2.889588,-2.7607,0.93400366
"TUFT1",0.3681,0.01198562,2.8884672,-2.7626,0.5946503
"VEGFA",0.3694,0.01205536,-2.8855216,-2.7678,-0.61132981
"SLC22A23",0.3699,0.01209936,2.8836716,-2.7711,0.84791954
"SLC14A1",0.3749,0.01230324,-2.8751849,-2.786,-0.86277829
"C3",0.3762,0.01238881,-2.8716641,-2.7921,-1.64108809
"CD83",0.3767,0.01243911,-2.8696054,-2.7957,-0.60280063
"NCALD",0.3767,0.01246369,-2.8686023,-2.7975,-0.61266583
"SLC7A2",0.3776,0.01252218,2.8662237,-2.8017,0.6462604
"FTSJ3",0.3776,0.01254867,2.8651497,-2.8035,0.65441419
"LCMT2",0.3799,0.01265205,2.8609802,-2.8109,0.72603975
"TSPAN5",0.3801,0.01268764,2.8595527,-2.8134,0.60545643
"ZNF577",0.382,0.01281454,2.8544939,-2.8222,1.47479564
"PRAME",0.382,0.01285237,-2.8529957,-2.8248,-0.77391348
"SUGP1",0.382,0.01286108,2.852651,-2.8254,0.58604188
"SPA17",0.382,0.01288899,-2.8515491,-2.8274,-0.92973952
"OSBPL1A",0.382,0.01289568,2.8512852,-2.8278,1.06785948
"RFC2",0.382,0.01294623,2.8492959,-2.8313,1.18173489
"MED20",0.382,0.01295072,-2.8491198,-2.8316,-0.52810464
"C16orf62",0.3827,0.01300561,2.8469692,-2.8354,0.70591856
"NUAK1",0.3827,0.01304228,2.8455375,-2.8379,0.9040775
"MLKL",0.3827,0.01314475,-2.8415576,-2.8449,-0.75869002
"CUL4B",0.3827,0.01319664,2.8395534,-2.8484,0.88360055
"ZNF671",0.3827,0.01321917,2.8386861,-2.8499,0.64989105
"NUDT16",0.3827,0.01323405,2.8381137,-2.8509,1.00032908
"SGO2",0.3827,0.01326098,-2.8370796,-2.8527,-1.16537352
"PCDH7",0.3827,0.01328676,2.8360917,-2.8544,1.07419365
"COBL",0.3827,0.01331285,2.8350935,-2.8562,0.8381666
"B3GALT4",0.3827,0.0133285,2.8344959,-2.8572,0.63861337
"XPC",0.3827,0.01333655,2.834189,-2.8577,0.94333007
"MS4A7",0.3827,0.01334239,-2.8339662,-2.8581,-1.2869307
"ADAMTSL5",0.3849,0.01344779,2.8299625,-2.8651,0.97221466
"CASP4",0.3851,0.01348256,-2.8286486,-2.8674,-0.80110769
"KIAA1191",0.3864,0.01362381,2.8233447,-2.8767,0.64940607
"FHL1",0.3864,0.01363244,2.8230222,-2.8773,0.82819324
"LAD1",0.3864,0.01365462,2.8221948,-2.8787,1.87126245
"SPINT2",0.3864,0.01369804,2.8205789,-2.8815,0.94045173
"LRRC1",0.3864,0.01369925,2.8205337,-2.8816,0.83321636
"EMCN",0.3872,0.01375921,-2.8183104,-2.8855,-0.76739992
"SLC9A3R1",0.3875,0.01381694,-2.816179,-2.8892,-1.08650644
"SFRP1",0.3875,0.01385124,2.8149166,-2.8914,1.2354747
"ZDHHC11",0.3875,0.01385886,-2.8146364,-2.8919,-0.90478981
"NDNF",0.3875,0.01391092,-2.8127274,-2.8952,-1.09996462
"UBE2H",0.3875,0.01391266,2.8126638,-2.8954,0.84169318
"TCEAL2",0.3889,0.01399168,2.8097796,-2.9004,1.83101504
"ZAP70",0.3895,0.01409372,-2.8060788,-2.9069,-0.80194955
"RNF125",0.3895,0.01412093,-2.8050962,-2.9086,-1.13964271
"LURAP1",0.3895,0.01413882,2.8044512,-2.9097,0.85731519
"CYBA",0.3895,0.014169,-2.8033652,-2.9116,-0.7220621
"LRRC8D",0.3895,0.01419713,-2.8023549,-2.9134,-0.5852755
"RAB11FIP3",0.3895,0.01420027,2.8022422,-2.9136,0.56862227
"IQGAP1",0.3895,0.01421523,-2.8017057,-2.9145,-0.62540997
"LY9",0.3921,0.01434275,-2.7971556,-2.9224,-1.92008479
"ANKRD37",0.3921,0.0143823,-2.7957524,-2.9249,-1.04860629
"TMEM51",0.3921,0.01439668,-2.795243,-2.9258,-0.68168555
"MPHOSPH8",0.3941,0.01449855,2.7916495,-2.932,0.54364783
"FES",0.3945,0.01457014,-2.789139,-2.9364,-0.99253055
"C1orf198",0.3945,0.01457367,2.7890156,-2.9366,0.5643795
"PPARA",0.3952,0.01465298,2.7862489,-2.9414,1.45524653
"TAP1",0.3952,0.01466852,-2.7857084,-2.9424,-0.6217234
"QSOX2",0.3952,0.01469829,2.7846748,-2.9442,0.68441457
"SARM1",0.3952,0.01472886,2.7836157,-2.946,0.99999524
"VCL",0.3952,0.01476153,2.7824859,-2.948,0.64891266
"SNRNP48",0.3952,0.01481594,-2.7806097,-2.9513,-0.73695536
"C1orf52",0.3952,0.01482811,-2.7801911,-2.952,-0.47472696
"DACT1",0.3952,0.01483388,-2.7799927,-2.9523,-0.9131005
"SORBS1",0.3955,0.01487282,2.778656,-2.9547,0.75795075
"PSMB8",0.3962,0.01493055,-2.77668,-2.9581,-0.85172301
"SLC2A3",0.3966,0.01497354,-2.7752134,-2.9607,-1.35461122
"COLQ",0.3995,0.0151515,2.7691864,-2.9711,1.28258276
"SLC38A10",0.3995,0.01517275,-2.7684714,-2.9724,-0.89423799
"TMSB10",0.3999,0.01522324,-2.7667762,-2.9753,-0.56236789
"PDAP1",0.3999,0.01524654,2.7659961,-2.9767,1.03657167
"CD163L1",0.4003,0.01533708,-2.7629743,-2.982,-1.75092242
"IER3",0.4003,0.01537712,2.7616439,-2.9843,0.96682142
"RFTN1",0.4003,0.01538167,-2.7614927,-2.9845,-0.48644962
"GPR143",0.4003,0.01538934,-2.7612384,-2.985,-0.93252592
"ZNF502",0.4003,0.01541393,2.7604234,-2.9864,0.8521738
"GCH1",0.4049,0.01564977,-2.7526714,-2.9999,-0.93337617
"KIFAP3",0.405,0.01570758,2.7507886,-3.0031,0.68720769
"SLC2A13",0.405,0.01573092,-2.7500305,-3.0045,-1.40818558
"CX3CL1",0.405,0.0158256,-2.746966,-3.0098,-0.54541012
"NUP188",0.405,0.01582861,2.7468687,-3.01,0.90525544
"GNLY",0.405,0.01583279,-2.7467337,-3.0102,-2.36855166
"PTPN14",0.405,0.01586108,2.7458221,-3.0118,0.82924789
"LRCH4",0.4058,0.01595357,-2.7428518,-3.0169,-0.96721638
"JAM2",0.4058,0.01595418,-2.7428325,-3.017,-0.74697277
"GAS2L3",0.4058,0.01598439,-2.741866,-3.0186,-1.09720698
"WEE1",0.4072,0.01607584,2.7389513,-3.0237,0.52695162
"NPNT",0.4072,0.01611163,2.7378149,-3.0257,0.8309995
"HSPB3",0.4072,0.01612869,-2.7372741,-3.0266,-0.51526473
"PIK3C2A",0.4072,0.01615921,2.7363081,-3.0283,0.69101734
"TNRC6B",0.408,0.01624893,2.7334785,-3.0332,1.39091311
"CLDN12",0.408,0.01625978,-2.7331374,-3.0338,-0.68883648
"MOCOS",0.408,0.0163049,-2.7317209,-3.0362,-0.71159788
"CST7",0.408,0.01634417,-2.7304914,-3.0384,-0.76871715
"ZNF33A",0.408,0.01634464,2.7304767,-3.0384,1.05916342
"SYNM",0.4111,0.0165527,2.7240095,-3.0496,0.49353819
"FAM43A",0.4111,0.01657415,-2.7233472,-3.0508,-1.15573714
"C7orf61",0.4111,0.01658894,-2.7228912,-3.0516,-0.70393309
"SLC38A5",0.4111,0.01664665,-2.7211151,-3.0546,-0.91092242
"SLC30A2",0.4111,0.01669016,-2.7197802,-3.0569,-0.92734305
"RPL37",0.4111,0.0167116,2.7191235,-3.0581,0.84787738
"LRP11",0.4111,0.01672095,-2.7188373,-3.0586,-0.50824008
"SAFB2",0.4111,0.01682955,2.7155257,-3.0643,0.50752292
"PFDN6",0.4111,0.01683376,-2.7153978,-3.0645,-0.49107095
"GNA15",0.4111,0.01689136,-2.7136504,-3.0676,-1.86461287
"TMEM155",0.4111,0.01691302,-2.7129947,-3.0687,-1.57152205
"NR5A1",0.4111,0.01691771,-2.7128527,-3.0689,-0.92119077
"C10orf67",0.4111,0.01695861,2.7116172,-3.0711,1.19825439
"ZZEF1",0.4111,0.01697368,2.7111628,-3.0719,0.6042928
"MARCKS",0.4111,0.01697561,-2.7111046,-3.072,-0.5339009
"CYB5R2",0.4111,0.01702701,-2.7095576,-3.0747,-0.80900026
"CEBPD",0.4111,0.01703226,-2.7093999,-3.0749,-1.27311408
"UCHL1",0.4111,0.01704759,2.7089394,-3.0757,1.92346308
"ABCA9",0.4111,0.01712168,-2.70672,-3.0796,-1.0575313
"FBXW11",0.4111,0.0171519,2.7058173,-3.0811,0.55116713
"C2orf27A",0.4111,0.01732821,2.7005821,-3.0902,2.72686535
"ATF7IP2",0.4111,0.01733654,2.7003362,-3.0906,0.57620474
"HIF3A",0.4111,0.01736975,2.6993562,-3.0923,1.03288509
"IFITM1",0.4111,0.01738466,-2.698917,-3.0931,-0.61233632
"HIST1H1C",0.4111,0.01738714,-2.6988438,-3.0932,-0.90952745
"TAS2R3",0.4111,0.01740183,-2.6984115,-3.0939,-0.82784001
"HTATIP2",0.4111,0.01740312,-2.6983735,-3.094,-0.70794432
"SUSD4",0.4111,0.01743077,-2.6975606,-3.0954,-1.16438418
"WWTR1",0.4111,0.0174352,-2.6974305,-3.0956,-0.93068462
"SCN8A",0.4111,0.01744587,-2.697117,-3.0962,-0.73110697
"LRP2",0.4111,0.0174499,-2.6969989,-3.0964,-0.86894421
"CRYZL1",0.4111,0.01749712,2.695615,-3.0988,0.98112958
"FCN3",0.4111,0.01750464,-2.6953949,-3.0992,-1.2384247
"SH3GLB2",0.4116,0.01755794,2.6938379,-3.1019,0.78138326
"COL15A1",0.4123,0.0176521,-2.6910982,-3.1066,-0.67729607
"KRT31",0.4123,0.01766235,-2.6908008,-3.1071,-0.80532778
"EFHC2",0.4123,0.01767715,-2.6903718,-3.1078,-1.0732557
"OCIAD2",0.4125,0.01771584,-2.6892518,-3.1098,-0.43599101
"IFITM2",0.4131,0.01777195,-2.6876317,-3.1126,-0.64059332
"TRIP10",0.4137,0.01783026,2.6859533,-3.1155,0.50439376
"OAS2",0.4174,0.01802092,-2.6805023,-3.1249,-0.4636678
"CD86",0.418,0.01807944,-2.6788404,-3.1278,-1.49686915
"OR1L8",0.418,0.01810826,-2.6780239,-3.1292,-0.66387616
"IER2",0.4189,0.01817858,-2.676037,-3.1326,-0.84190728
"KCNMB2",0.4202,0.01826591,2.6735798,-3.1368,1.96784251
"PTPN3",0.4223,0.01850794,2.6668288,-3.1485,0.88562271
"OAS1",0.4223,0.01856116,-2.6653558,-3.151,-0.90650813
"RPN2",0.4223,0.01858134,-2.6647983,-3.152,-0.8503875
"KLF15",0.4223,0.01863593,2.6632932,-3.1546,0.76814901
"C17orf58",0.4223,0.0186472,-2.662983,-3.1551,-1.02049337
"RSAD2",0.4223,0.01866129,-2.6625955,-3.1558,-1.01868208
"PLSCR1",0.4223,0.01866433,-2.6625118,-3.1559,-1.39117665
"RPP40",0.4223,0.01870903,-2.6612846,-3.158,-0.61915824
"CAPN15",0.4223,0.01872055,2.6609686,-3.1586,1.94271177
"SEC22A",0.4223,0.01873848,-2.6604774,-3.1594,-0.48408195
"HOXB6",0.4223,0.01876187,-2.6598373,-3.1605,-0.99988481
"PPP1R12C",0.4223,0.01884961,2.6574428,-3.1647,0.551249
"OASL",0.4223,0.01887241,2.6568222,-3.1657,0.90990232
"FERMT2",0.4223,0.01887775,-2.6566772,-3.166,-0.53505551
"MYOM1",0.4223,0.01888982,2.656349,-3.1665,0.52441811
"MURC",0.4233,0.01896576,2.6542897,-3.1701,0.77240229
"DOCK2",0.4238,0.01904538,-2.6521388,-3.1738,-1.2267643
"STMN1",0.4238,0.01905534,-2.6518704,-3.1743,-1.2831355
"EIF4ENIF1",0.4238,0.01909838,2.650712,-3.1763,0.58968211
"LMX1B",0.4238,0.01913866,2.6496302,-3.1781,1.75348472
"MAMLD1",0.4238,0.01914425,-2.6494803,-3.1784,-0.56068099
"ALG5",0.4243,0.01923151,-2.6471448,-3.1824,-0.58435713
"MFN2",0.4243,0.01926402,2.6462774,-3.1839,0.79457708
"NR2C1",0.4243,0.01927379,2.646017,-3.1843,0.6405439
"CEPT1",0.4243,0.01931345,-2.6449612,-3.1861,-0.4929459
"JAML",0.4243,0.01933748,-2.6443224,-3.1872,-1.55114791
"PIK3IP1",0.4243,0.01935594,2.6438323,-3.1881,0.83677026
"MIGA2",0.4255,0.01945513,2.6412066,-3.1926,0.68404217
"S100A13",0.4255,0.01951796,2.63955,-3.1955,1.38913867
"CCR2",0.4255,0.01953746,-2.6390368,-3.1963,-1.08532099
"CCL8",0.4277,0.0196724,-2.6355,-3.2024,-0.88089312
"DENND1A",0.4277,0.01970895,2.6345459,-3.2041,1.05946484
"DDX3Y",0.4277,0.01973507,-2.6338652,-3.2052,-2.87842038
"JPH2",0.4281,0.01979479,2.632312,-3.2079,1.32069379
"BEND7",0.4281,0.01984678,2.6309636,-3.2102,1.8598385
"CHML",0.4295,0.01999388,-2.6271669,-3.2167,-1.00161541
"NFIX",0.4295,0.02001468,2.6266322,-3.2177,0.71954185
"F13A1",0.4295,0.02001813,-2.6265436,-3.2178,-1.35987666
"CLK3",0.4295,0.02004533,2.6258454,-3.219,1.67445593
"BCL9",0.4295,0.02009219,2.6246446,-3.2211,0.59992848
"PLEKHH1",0.4295,0.02010285,-2.6243717,-3.2215,-0.76298839
"KRBA1",0.4325,0.02027691,2.6199374,-3.2291,0.86075132
"MAPK6",0.4354,0.02044206,-2.6157639,-3.2363,-0.69998047
"SLC23A1",0.4357,0.02049161,-2.6145179,-3.2384,-0.49519423
"SIK1",0.4364,0.0205829,-2.6122303,-3.2424,-1.76138753
"TRIM4",0.4364,0.02066087,-2.610284,-3.2457,-0.80707571
"RSC1A1",0.4364,0.02067727,2.6098758,-3.2464,0.62800222
"DCLK2",0.4364,0.02075851,2.6078569,-3.2499,1.39543164
"GPS1",0.4364,0.02080621,2.6066752,-3.2519,0.61166923
"ZNF564",0.4364,0.02081813,2.6063803,-3.2524,0.71201541
"IKBIP",0.4364,0.02082148,-2.6062976,-3.2525,-1.9545706
"IL10RA",0.4364,0.02082396,-2.6062362,-3.2526,-0.89185145
"DOPEY1",0.4364,0.02083225,2.6060313,-3.253,0.67750504
"TAS2R4",0.4364,0.02084883,-2.6056215,-3.2537,-1.05723752
"FAM81A",0.4372,0.0209162,-2.6039603,-3.2565,-2.74817349
"EGFLAM",0.4381,0.02099366,-2.6020564,-3.2598,-0.59953076
"MSX2",0.4409,0.02115946,-2.5980044,-3.2667,-0.59165422
"TMEM139",0.4417,0.02123011,2.5962871,-3.2697,1.87149384
"CTSC",0.4418,0.02128371,-2.5949877,-3.2719,-1.45935118
"LPAR6",0.4418,0.02130394,-2.5944981,-3.2727,-0.7733656
"S100A10",0.4423,0.02135716,-2.5932124,-3.2749,-0.70131228
"DUSP2",0.4426,0.02141791,-2.5917485,-3.2774,-1.92110231
"PCDH18",0.4426,0.02145216,-2.590925,-3.2789,-1.03849886
"RPF2",0.4426,0.02148125,-2.5902266,-3.28,-0.45956466
"FIBIN",0.4426,0.0215301,2.5890557,-3.282,1.05772507
"CDK17",0.4426,0.02153895,-2.5888438,-3.2824,-0.69989993
"CNTNAP3",0.4431,0.02162306,-2.5868346,-3.2858,-1.14870475
"ADCY4",0.4431,0.02163286,-2.5866009,-3.2862,-0.63123262
"FAM96B",0.4431,0.02166428,-2.5858527,-3.2875,-0.54984994
"CLASP1",0.4431,0.02169434,2.5851378,-3.2887,0.75635445
"IGSF1",0.4431,0.0217828,2.5830393,-3.2923,2.05805358
"SCN9A",0.4431,0.02181247,-2.5823374,-3.2935,-0.9527994
"RNF165",0.4431,0.0218897,2.5805145,-3.2966,1.40847056
"GBX2",0.4431,0.02189733,-2.5803346,-3.297,-1.38134743
"C1R",0.4431,0.02191272,-2.5799725,-3.2976,-1.0779039
"OBSCN",0.4431,0.02198119,2.578363,-3.3003,1.01507607
"BAZ1A",0.4431,0.02198241,-2.5783345,-3.3004,-0.69298847
"MRPL50",0.4431,0.02200904,-2.5777097,-3.3014,-0.74554599
"MT3",0.4431,0.02201907,-2.5774749,-3.3018,-1.31886255
"PCED1B",0.4431,0.02202266,-2.5773906,-3.302,-0.88503203
"PLEKHA7",0.4432,0.02205729,2.57658,-3.3034,1.06116961
"RASAL2",0.4435,0.02215005,2.5744148,-3.3071,1.27626739
"FGF17",0.4435,0.02215508,-2.5742976,-3.3073,-1.2245849
"PKD1",0.4435,0.02218513,2.5735982,-3.3085,1.006892
"PCBD2",0.4435,0.02220456,2.5731464,-3.3092,0.62134709
"APAF1",0.4446,0.0222943,-2.5710649,-3.3128,-0.44488861
"COLGALT2",0.4446,0.02234052,2.5699958,-3.3146,0.85822612
"CBFA2T2",0.4446,0.02244754,2.5675289,-3.3188,0.81874885
"YIF1B",0.4446,0.022475,-2.5668978,-3.3199,-0.42429836
"AKAP3",0.4446,0.02250254,-2.5662656,-3.321,-1.13136449
"ZNF536",0.4446,0.02254416,2.5653115,-3.3226,0.68319733
"PGAM2",0.4446,0.02257403,-2.5646277,-3.3238,-0.54225323
"CCDC136",0.4446,0.02268963,2.5619901,-3.3283,0.95411388
"CEP70",0.4446,0.02275593,2.5604829,-3.3308,0.5892912
"HSPA4",0.4446,0.02276795,2.5602102,-3.3313,0.97213663
"FBXO32",0.4446,0.02282397,2.5589409,-3.3335,0.51537236
"MSL3",0.4446,0.02283645,-2.5586585,-3.3339,-0.50453362
"DERL2",0.4446,0.02286027,-2.5581199,-3.3349,-0.40370901
"TIMM8B",0.4446,0.0228929,-2.5573831,-3.3361,-1.15000224
"DNAJC18",0.4446,0.02292219,2.5567225,-3.3372,1.45032731
"ZNF250",0.4446,0.02299406,-2.5551049,-3.34,-0.55294126
"TNFRSF21",0.4446,0.02299597,-2.5550621,-3.3401,-0.70663613
"MT1M",0.4446,0.02301121,2.5547197,-3.3407,2.01327627
"KCNJ8",0.4446,0.02304951,-2.5538604,-3.3421,-0.49341821
"RGS17",0.4446,0.02309934,2.5527444,-3.344,1.73450955
"SLC16A14",0.4446,0.02311601,-2.5523716,-3.3447,-1.10611862
"RAB8A",0.4446,0.02316522,-2.5512724,-3.3465,-0.38893748
"CEP350",0.4446,0.02326481,2.549055,-3.3503,0.56262362
"PPARG",0.4446,0.02327557,-2.5488161,-3.3507,-0.72463372
"CADPS2",0.4446,0.02329825,-2.5483126,-3.3516,-0.54889919
"RGL1",0.4446,0.0233256,2.5477061,-3.3526,0.45442389
"APOOL",0.4446,0.02334256,-2.5473302,-3.3532,-0.53178502
"NAT6",0.4446,0.0233774,2.5465591,-3.3545,0.9096874
"CLHC1",0.4446,0.02338746,2.5463366,-3.3549,0.66508266
"EXOSC3",0.4446,0.02340363,-2.5459793,-3.3555,-0.58280732
"C14orf180",0.4446,0.02340865,2.5458684,-3.3557,0.71389334
"KAZN",0.4446,0.02341131,2.5458098,-3.3558,1.25232908
"GBP2",0.4446,0.0234198,-2.5456222,-3.3561,-0.88606618
"TUBA3E",0.4446,0.02344997,-2.5449565,-3.3573,-1.2363759
"ZFP3",0.4446,0.02355716,2.5425981,-3.3613,0.61728107
"KLHL26",0.4446,0.02356022,2.5425309,-3.3614,1.38162482
"RNF103",0.4446,0.02357194,2.5422737,-3.3618,0.72636903
"C1orf229",0.4446,0.02360274,2.5415983,-3.363,1.22588306
"TRNT1",0.4446,0.02361359,-2.5413606,-3.3634,-0.65854416
"PLEK",0.4463,0.02373492,-2.5387096,-3.3679,-1.31689665
"DIRC2",0.4471,0.0238104,-2.537067,-3.3707,-0.52681246
"STMN3",0.4503,0.02402554,-2.5324121,-3.3786,-0.6720958
"MDGA1",0.4503,0.02404771,-2.5319348,-3.3794,-0.60705245
"HOXB2",0.4507,0.02415766,-2.5295735,-3.3834,-1.00741503
"ADORA3",0.4507,0.02422177,-2.5282014,-3.3857,-1.3490376
"PDLIM1",0.4507,0.02422238,2.5281884,-3.3858,0.46912859
"DNAJC15",0.4507,0.02424052,2.5278009,-3.3864,0.56944186
"CERS6",0.4515,0.02431999,2.526106,-3.3893,0.53535272
"NCR3",0.4515,0.02435072,-2.5254522,-3.3904,-1.23645355
"HSPB6",0.4518,0.02439989,2.5244076,-3.3922,0.8690772
"ITGB3BP",0.4534,0.02451686,-2.5219305,-3.3964,-0.94059751
"SNAPC1",0.4543,0.02460004,2.5201759,-3.3994,1.11618182
"YPEL1",0.4546,0.02468427,2.518405,-3.4024,0.95493132
"CCDC8",0.4546,0.02472479,2.5175553,-3.4038,0.97130127
"TNFRSF1B",0.4546,0.024742,-2.5171948,-3.4044,-0.83867535
"GTF2E2",0.4546,0.024749,-2.5170482,-3.4047,-0.40727491
"SCN2B",0.4547,0.02479293,2.5161291,-3.4062,1.13212341
"PSAT1",0.4551,0.02492659,-2.5133426,-3.411,-0.81574613
"SLC44A3",0.4551,0.02493259,-2.5132179,-3.4112,-0.72407782
"PYGO2",0.4551,0.02496211,2.5126045,-3.4122,0.71586612
"COL21A1",0.4551,0.02498999,2.5120259,-3.4132,1.0120471
"SAP18",0.4551,0.02506498,2.5104727,-3.4158,0.54434728
"ZFP2",0.4551,0.02510474,2.5096508,-3.4172,1.11605348
"RPS23",0.4551,0.02520112,2.507664,-3.4206,0.62326861
"ASCL2",0.4551,0.02520328,-2.5076197,-3.4206,-0.71685674
"RASGRP3",0.4551,0.0252057,-2.5075699,-3.4207,-0.54744403
"ZNF821",0.4551,0.02529703,2.5056941,-3.4239,0.93888254
"CAPN11",0.4551,0.02530326,-2.5055665,-3.4241,-0.67809592
"GCA",0.4551,0.02531539,-2.5053179,-3.4245,-0.67890103
"NIPA1",0.4551,0.02534778,-2.5046547,-3.4257,-0.80631717
"POLE4",0.4551,0.02534873,-2.5046353,-3.4257,-0.46412172
"TMEM216",0.4551,0.02541352,-2.5033112,-3.4279,-0.52802398
"C12orf29",0.4551,0.02546857,-2.5021888,-3.4298,-0.54926147
"IK",0.4551,0.02549865,2.5015764,-3.4309,0.48431926
"ARHGAP45",0.4551,0.02550474,-2.5014526,-3.4311,-1.30640812
"WNT2",0.4551,0.02552428,-2.5010552,-3.4318,-1.38990186
"NAAA",0.4551,0.02555443,2.5004428,-3.4328,0.62990977
"DUSP26",0.4551,0.02559807,2.4995573,-3.4343,0.58844453
"KLRB1",0.4551,0.02567081,-2.498085,-3.4368,-2.07824394
"PNMT",0.4551,0.02571559,2.4971805,-3.4383,0.76687353
"CAV3",0.4551,0.02571948,2.4971019,-3.4384,0.68533655
"FAIM",0.4551,0.02575708,-2.4963437,-3.4397,-0.75795696
"CORO6",0.4551,0.0257724,2.4960352,-3.4402,0.79682936
"GRK4",0.4551,0.02578765,2.4957282,-3.4408,1.39638777
"GMFG",0.4551,0.0257892,-2.4956969,-3.4408,-0.87493321
"DAB2",0.4588,0.02608606,-2.4897549,-3.4509,-0.66586458
"SOX11",0.4588,0.02612258,-2.4890285,-3.4521,-1.62183219
"C1orf162",0.4588,0.02619745,-2.4875421,-3.4546,-0.66689344
"AVPI1",0.4588,0.02620495,-2.4873935,-3.4549,-0.54568802
"SMAGP",0.4588,0.02624608,-2.4865788,-3.4562,-0.60555398
"ZCCHC24",0.4588,0.02628792,2.4857514,-3.4576,0.64181179
"CNOT3",0.4588,0.02629458,2.4856199,-3.4578,0.93146192
"SUGP2",0.4588,0.02630469,2.4854201,-3.4582,0.42127735
"SMPD4",0.4588,0.02630762,2.4853623,-3.4583,1.80470619
"POSTN",0.4601,0.02652063,2.4811725,-3.4654,1.12558256
"TPD52L1",0.4601,0.02652163,2.4811529,-3.4654,0.95799841
"KCNN3",0.4601,0.02656309,-2.4803412,-3.4668,-0.92815097
"OR2A14",0.4601,0.02657716,-2.480066,-3.4672,-0.74742874
"ARMC5",0.4601,0.026592,2.4797759,-3.4677,0.77855042
"HK1",0.4601,0.02669406,2.477785,-3.4711,2.02018956
"FKTN",0.4601,0.02670283,2.4776143,-3.4714,1.22251372
"KIF17",0.4601,0.02677093,-2.4762901,-3.4736,-0.79485073
"ZFAND2A",0.4601,0.02678765,-2.4759656,-3.4741,-0.69628478
"POLR1D",0.4601,0.02679113,-2.475898,-3.4743,-0.47955492
"MGAT4C",0.4601,0.02682646,-2.4752129,-3.4754,-1.18196267
"RAB3GAP1",0.4601,0.02691423,2.4735147,-3.4783,0.50373358
"PLCB1",0.4601,0.02692776,-2.4732534,-3.4787,-0.88317465
"BRI3BP",0.4601,0.02694406,-2.4729386,-3.4792,-0.8058355
"PGM5",0.4601,0.02698299,2.4721878,-3.4805,0.43441973
"EXTL3",0.4601,0.02698638,2.4721225,-3.4806,0.79305073
"MAF",0.4601,0.02711999,2.469554,-3.4849,1.60493458
"SLC33A1",0.4601,0.02714436,-2.4690867,-3.4857,-0.55920013
"POMP",0.4601,0.02716773,-2.4686391,-3.4865,-0.37973483
"CSRNP1",0.4601,0.02720905,-2.4678484,-3.4878,-1.04224229
"GPRC5C",0.4601,0.0272357,-2.4673393,-3.4887,-0.71335013
"SIGIRR",0.4601,0.02723698,-2.4673147,-3.4887,-0.73826925
"GPR180",0.4607,0.02738576,-2.4644805,-3.4935,-0.77334093
"YTHDC1",0.4607,0.02738634,2.4644694,-3.4935,1.41506139
"SH3D19",0.4607,0.02744079,2.4634358,-3.4952,0.47346768
"CBLB",0.4607,0.02746762,-2.4629273,-3.4961,-0.53059163
"SLC25A19",0.4607,0.02751561,-2.4620187,-3.4976,-0.88754937
"ZFP28",0.4607,0.02758979,2.4606173,-3.5,1.12792806
"IL2RB",0.4607,0.02760579,-2.4603156,-3.5005,-0.91713134
"PCDHGC3",0.4607,0.02760693,2.4602941,-3.5005,1.37345248
"DNMT3A",0.4607,0.02761238,2.4601914,-3.5007,0.84714563
"GMFB",0.4618,0.02776932,-2.4572407,-3.5057,-0.50088564
"HCST",0.4618,0.02781726,-2.4563427,-3.5072,-1.11007065
"ARHGAP25",0.4618,0.02786037,-2.4555362,-3.5085,-1.0434744
"RAB11B",0.4618,0.02786758,2.4554015,-3.5088,0.99997402
