"","adj.P.Val","P.Value","t","B","logFC"
"LPL",0.7914,0.36666135,0.9331778,-5.5764,0.2017085
"ACSF3",0.7914,0.3667303,0.9330395,-5.5766,0.48009559
"SETD2",0.7914,0.36679981,0.9329,-5.5767,0.17446559
"DCAF7",0.7922,0.36719529,0.9321069,-5.5774,0.21015593
"MAGEL2",0.7929,0.36766248,0.9311708,-5.5782,0.39236871
"RPL27",0.7929,0.3676894,-0.9311169,-5.5783,-0.19839224
"SPPL2A",0.7929,0.36781443,-0.9308665,-5.5785,-0.27346006
"SNX5",0.7929,0.36783568,-0.9308239,-5.5785,-0.32896657
"KCNIP3",0.7929,0.36785522,-0.9307848,-5.5785,-0.48472414
"XPO1",0.7934,0.36813486,-0.9302251,-5.579,-0.20951483
"LIFR",0.7934,0.36832352,-0.9298476,-5.5794,-0.46355841
"EIF2S1",0.7934,0.36836904,-0.9297566,-5.5795,-0.42239013
"IDH3B",0.7934,0.36841951,-0.9296556,-5.5795,-0.16235918
"B4GALT3",0.7934,0.36844149,-0.9296117,-5.5796,-0.19694927
"RAPGEF3",0.7934,0.36848897,-0.9295167,-5.5797,-0.35173612
"VARS",0.7934,0.36849306,-0.9295085,-5.5797,-0.20106537
"KMT5C",0.7939,0.36881739,-0.9288601,-5.5802,-0.22913941
"RHCG",0.794,0.36898565,-0.9285239,-5.5805,-0.50718597
"SDCCAG3",0.794,0.36898811,-0.928519,-5.5805,-0.17045559
"LDLRAD3",0.794,0.36903894,-0.9284175,-5.5806,-0.28503142
"RECQL5",0.7942,0.36929432,0.9279074,-5.5811,0.44705314
"CEND1",0.7942,0.36940504,0.9276864,-5.5813,0.25241019
"IL3RA",0.7942,0.36941173,-0.927673,-5.5813,-0.35144029
"FILIP1",0.7942,0.36946294,0.9275708,-5.5814,0.21658375
"POU6F1",0.7952,0.36998155,-0.9265361,-5.5823,-0.41647428
"GTF2F2",0.7952,0.37015179,-0.9261966,-5.5826,-0.18972807
"ODF3L2",0.7952,0.37023599,0.9260288,-5.5827,0.34795686
"FKBP5",0.7952,0.37027322,0.9259546,-5.5828,0.29851866
"MAGED2",0.7952,0.37034747,0.9258066,-5.5829,0.17840007
"SYF2",0.7952,0.37043441,0.9256334,-5.5831,0.1525171
"UBL4A",0.7952,0.37044965,-0.925603,-5.5831,-0.18937122
"PIK3R2",0.7952,0.37049636,0.9255099,-5.5832,0.2678598
"DCAKD",0.7952,0.37056548,0.9253722,-5.5833,0.24049663
"ZNF575",0.7952,0.37060554,-0.9252924,-5.5834,-0.50054437
"GINS3",0.7952,0.37064994,0.925204,-5.5834,0.20560643
"RPL41",0.7952,0.37066613,-0.9251717,-5.5835,-0.29426439
"CDA",0.7952,0.37070943,0.9250855,-5.5835,0.47932387
"FRRS1",0.7952,0.37079529,-0.9249145,-5.5837,-0.54531803
"EYA2",0.7952,0.37082071,-0.9248639,-5.5837,-0.87241731
"PDE4A",0.7952,0.37087409,0.9247576,-5.5838,0.46290553
"DNAJC13",0.7952,0.37091202,0.9246821,-5.5839,0.15045625
"NR1D2",0.7952,0.37105238,-0.9244027,-5.5841,-0.40117074
"ARRDC1",0.7952,0.37105869,0.9243902,-5.5842,0.33171645
"TSPAN4",0.7952,0.37110507,-0.9242979,-5.5842,-0.33637067
"MFAP1",0.7953,0.37120053,0.9241079,-5.5844,0.14653885
"CMTM8",0.7955,0.37137721,-0.9237565,-5.5847,-0.24414047
"ADSSL1",0.7955,0.37141676,-0.9236778,-5.5848,-0.2605278
"SH3YL1",0.7956,0.37151432,-0.9234838,-5.5849,-0.32601418
"BSPRY",0.7956,0.37157519,-0.9233627,-5.5851,-0.21294867
"SPCS2",0.7957,0.37165315,-0.9232077,-5.5852,-0.21651083
"TMEM178A",0.7957,0.37176471,0.922986,-5.5854,0.48839043
"ZNF582",0.7957,0.37183131,0.9228536,-5.5855,0.5045331
"DMKN",0.7957,0.37184056,0.9228352,-5.5855,0.2506341
"HNRNPA0",0.7957,0.37189063,0.9227358,-5.5856,0.23163326
"CISH",0.796,0.37210751,0.9223049,-5.586,0.45855903
"ANLN",0.7962,0.37226912,-0.9219839,-5.5863,-0.30671539
"MAP3K4",0.7964,0.37250821,-0.9215092,-5.5867,-0.17993597
"AKAP8",0.7968,0.37283867,0.9208535,-5.5872,0.19275087
"CENPB",0.7968,0.37299246,0.9205485,-5.5875,0.27346515
"RELN",0.7968,0.3729958,-0.9205419,-5.5875,-0.80588504
"L3HYPDH",0.7968,0.3730665,-0.9204017,-5.5876,-0.61892567
"MLLT3",0.7968,0.37308681,-0.9203614,-5.5877,-0.15096007
"C1S",0.7969,0.37316804,-0.9202004,-5.5878,-0.35194361
"SNX8",0.7969,0.373245,0.9200478,-5.5879,0.16642724
"RSPH3",0.7972,0.37341586,0.9197092,-5.5882,0.15094277
"YPEL5",0.7972,0.37357378,0.9193963,-5.5885,0.17516508
"NXPH3",0.7972,0.37362109,-0.9193026,-5.5886,-0.72468203
"AMD1",0.7972,0.37372477,0.9190972,-5.5888,0.43713896
"CPPED1",0.7972,0.37373747,-0.9190721,-5.5888,-0.31253751
"TBC1D5",0.7972,0.37374332,-0.9190605,-5.5888,-0.92776569
"TRMT6",0.7973,0.3738909,-0.9187683,-5.5891,-0.36756814
"NLGN4X",0.7973,0.3739133,0.9187239,-5.5891,0.47602451
"TNK2",0.7973,0.37399783,0.9185566,-5.5892,0.24253719
"IRF4",0.7973,0.37403341,-0.9184862,-5.5893,-0.32757024
"BLOC1S5",0.7973,0.37416119,-0.9182333,-5.5895,-0.16602529
"CBR1",0.7973,0.3742227,0.9181116,-5.5896,0.26484156
"BET1",0.7973,0.3742445,-0.9180685,-5.5897,-0.25385764
"CTDSP2",0.7974,0.3743957,0.9177693,-5.5899,0.17615961
"TMEM41B",0.7974,0.37439837,-0.9177641,-5.5899,-0.1738171
"FADD",0.7977,0.37461179,-0.917342,-5.5903,-0.1942747
"FLNB",0.7985,0.37515545,-0.9162676,-5.5912,-0.22035956
"GAMT",0.7985,0.37518801,-0.9162033,-5.5913,-0.32027467
"L3MBTL2",0.7985,0.375266,0.9160493,-5.5914,0.20603039
"REG4",0.7985,0.37537562,-0.9158328,-5.5916,-0.46101199
"BCR",0.7985,0.37541987,-0.9157455,-5.5917,-0.30724849
"CAMKK2",0.7985,0.37552365,0.9155406,-5.5919,0.27424755
"B3GNT2",0.7985,0.37561348,0.9153633,-5.592,0.6106395
"DUSP14",0.7985,0.37562398,0.9153426,-5.592,0.18039215
"NOSIP",0.7985,0.37568444,0.9152233,-5.5921,0.17445213
"ABCA5",0.7985,0.3757056,-0.9151815,-5.5922,-0.31641988
"UPK3B",0.7985,0.37570618,-0.9151804,-5.5922,-0.49155218
"TXNDC11",0.7985,0.37576627,0.9150618,-5.5923,0.19057386
"ACER3",0.7987,0.37597409,-0.9146518,-5.5926,-0.1930806
"RNASEH2A",0.7987,0.37605865,-0.9144851,-5.5928,-0.28021728
"SDC2",0.7987,0.37610229,0.914399,-5.5928,0.19283196
"TMCO1",0.799,0.3763784,-0.9138547,-5.5933,-0.15923226
"CSRP3",0.799,0.37646584,0.9136824,-5.5935,0.24937963
"TP53INP1",0.799,0.37649153,0.9136318,-5.5935,0.28209711
"ZCCHC14",0.799,0.37655211,0.9135124,-5.5936,0.21704422
"TRIM33",0.799,0.37663107,0.9133569,-5.5938,0.19205108
"LRRN2",0.799,0.3766467,-0.9133261,-5.5938,-0.26117482
"LCNL1",0.799,0.37673373,-0.9131546,-5.5939,-0.45786748
"CYBRD1",0.799,0.37679289,-0.9130381,-5.594,-0.17009422
"ZADH2",0.799,0.37691391,-0.9127998,-5.5942,-0.23948812
"ESX1",0.799,0.37696027,-0.9127086,-5.5943,-0.72380929
"MAGEB1",0.7992,0.37714313,-0.9123486,-5.5946,-0.36700785
"AMHR2",0.7992,0.37716926,0.9122972,-5.5947,0.40113415
"TCTEX1D2",0.7994,0.37739075,0.9118614,-5.595,0.21448633
"RMND5B",0.7994,0.37743913,0.9117662,-5.5951,0.17507519
"TRIO",0.7994,0.37747853,0.9116887,-5.5952,0.46074763
"SRXN1",0.7994,0.37755825,-0.9115319,-5.5953,-0.39533575
"HEXIM2",0.7994,0.37766718,-0.9113177,-5.5955,-0.54106293
"CFTR",0.7994,0.37769176,0.9112694,-5.5956,0.69809454
"AFAP1L1",0.7994,0.37769199,0.911269,-5.5956,0.23555994
"TGFBR3",0.7996,0.37783188,-0.910994,-5.5958,-0.29483515
"HMOX1",0.7998,0.37810585,-0.9104556,-5.5963,-0.67337812
"ZBTB14",0.7998,0.37812203,0.9104238,-5.5963,0.16359584
"RAB34",0.7998,0.37814242,-0.9103837,-5.5963,-0.1669318
"RAC1",0.7998,0.37816992,-0.9103297,-5.5964,-0.24027924
"CCDC149",0.8001,0.37842215,0.9098343,-5.5968,0.45937861
"DYSF",0.8001,0.37846973,0.9097409,-5.5969,0.25372465
"ZNF276",0.8002,0.37856736,-0.9095492,-5.597,-0.28534401
"SCAF11",0.8003,0.3786862,-0.909316,-5.5972,-0.46939249
"SERTAD2",0.8005,0.3788443,0.9090057,-5.5975,0.245083
"NFIL3",0.8008,0.37902715,-0.908647,-5.5978,-0.35445949
"BRAF",0.8008,0.37918652,0.9083345,-5.5981,0.36751478
"GRAMD1A",0.8008,0.3792015,-0.9083051,-5.5981,-0.22844437
"NPC2",0.8008,0.3794705,-0.9077778,-5.5986,-0.15228286
"SLC2A9",0.8008,0.3796021,-0.9075199,-5.5988,-0.52922149
"SLC46A2",0.8008,0.37960855,-0.9075073,-5.5988,-0.23052339
"LSM14B",0.8008,0.37964518,0.9074355,-5.5989,0.44284033
"CPNE8",0.8008,0.37968231,-0.9073628,-5.5989,-0.4855172
"B3GNT9",0.8008,0.37973348,0.9072626,-5.599,0.36446552
"MRPL2",0.8008,0.379739,0.9072517,-5.599,0.23816775
"CINP",0.8008,0.37978837,0.907155,-5.5991,0.25240107
"MAU2",0.8008,0.37981706,0.9070988,-5.5991,0.2205162
"SLC26A11",0.8008,0.3798894,-0.9069572,-5.5993,-0.22984355
"FOXO4",0.8008,0.37991122,0.9069144,-5.5993,0.16834494
"GBE1",0.8008,0.37992159,0.9068941,-5.5993,0.329091
"TMEM100",0.8008,0.38014193,-0.9064627,-5.5997,-0.4597998
"TCP1",0.8008,0.38028779,-0.9061773,-5.5999,-0.44401257
"CEBPA",0.8008,0.38033277,-0.9060892,-5.6,-0.49706947
"NARS2",0.8008,0.38034172,-0.9060717,-5.6,-0.23844387
"PNCK",0.8008,0.38041548,-0.9059274,-5.6002,-0.30913795
"RCE1",0.8008,0.38041831,-0.9059219,-5.6002,-0.20276433
"AKTIP",0.8008,0.38044191,-0.9058757,-5.6002,-0.17621381
"CBARP",0.8008,0.38046473,-0.9058311,-5.6002,-0.45152512
"NTMT1",0.8008,0.38055791,-0.9056488,-5.6004,-0.43675737
"STK38",0.8008,0.38067793,-0.905414,-5.6006,-0.2658161
"FBXO7",0.8008,0.38069884,0.9053731,-5.6006,0.31454219
"DDX1",0.8008,0.38075524,-0.9052629,-5.6007,-0.15776141
"RPL13A",0.8008,0.38075851,-0.9052565,-5.6007,-0.22187628
"PPP3R1",0.8008,0.38086495,-0.9050484,-5.6009,-0.19487228
"NAT10",0.8008,0.38090898,0.9049623,-5.601,0.19606876
"LRIG2",0.8009,0.38100721,-0.9047703,-5.6011,-0.17577041
"MFSD13A",0.801,0.38112047,-0.904549,-5.6013,-0.31582497
"ADAMTS1",0.8011,0.38123012,-0.9043347,-5.6015,-0.25399287
"PCOLCE",0.8012,0.38131097,-0.9041768,-5.6017,-0.24559214
"EIF3CL",0.8012,0.3814252,0.9039537,-5.6018,0.5315266
"UBFD1",0.8012,0.38145127,-0.9039028,-5.6019,-0.15960807
"TRAPPC2",0.8015,0.38167809,0.9034599,-5.6023,0.16205407
"DPY30",0.8018,0.38198261,-0.9028656,-5.6028,-0.29595775
"HRK",0.8018,0.3819962,0.9028391,-5.6028,0.39726679
"ADAMTS17",0.8018,0.38203998,-0.9027537,-5.6029,-0.46675337
"CCDC68",0.8018,0.38206937,-0.9026964,-5.6029,-0.22644481
"SSU72",0.8018,0.38211303,-0.9026112,-5.603,-0.18693573
"SAP30",0.8018,0.38220674,-0.9024284,-5.6032,-0.35216384
"KRIT1",0.8018,0.38225898,0.9023266,-5.6032,0.19265961
"MVK",0.8019,0.38245198,0.9019503,-5.6036,0.33441097
"CHST14",0.8019,0.38254579,0.9017674,-5.6037,0.26615252
"ZDHHC20",0.8019,0.38263619,0.9015912,-5.6039,0.31268127
"NME7",0.8019,0.38266453,-0.901536,-5.6039,-0.22316288
"JAG2",0.8019,0.38283201,-0.9012097,-5.6042,-0.2174522
"VGLL4",0.8019,0.38286727,0.901141,-5.6043,0.23893995
"ATP7A",0.8019,0.38300246,-0.9008777,-5.6045,-0.2523532
"WDR1",0.8019,0.38302664,0.9008306,-5.6045,0.20946642
"ZNF404",0.8019,0.38310116,-0.9006855,-5.6046,-0.55907381
"NPHP3",0.8019,0.38310118,0.9006855,-5.6046,0.33676307
"ABHD1",0.8019,0.38315242,-0.9005857,-5.6047,-0.34863849
"NOX4",0.8019,0.38320767,0.9004781,-5.6048,0.62561904
"HERC1",0.8019,0.38353337,0.8998443,-5.6054,0.28098467
"APPL2",0.8019,0.38358529,0.8997432,-5.6054,0.15179775
"ZFHX3",0.8019,0.38364074,0.8996354,-5.6055,0.20012651
"HIST3H2A",0.8019,0.38370806,0.8995044,-5.6057,0.54074804
"BARX1",0.8019,0.38371248,-0.8994958,-5.6057,-0.27772972
"FBXL3",0.8019,0.38387156,-0.8991864,-5.6059,-0.62178148
"STXBP5",0.8019,0.38393371,0.8990656,-5.606,0.18479183
"RNF123",0.8019,0.38397775,0.89898,-5.6061,0.20415642
"RDH16",0.8019,0.38399234,0.8989516,-5.6061,0.63569161
"CDKAL1",0.8019,0.38399888,0.8989389,-5.6061,0.27397599
"UBXN8",0.8019,0.38406458,-0.8988112,-5.6062,-0.28233805
"CPXM2",0.8019,0.38407108,0.8987986,-5.6063,0.53158282
"CLEC2D",0.8019,0.38408448,-0.8987725,-5.6063,-0.26916117
"RANBP9",0.802,0.38425432,-0.8984424,-5.6066,-0.18641597
"SLC14A2",0.802,0.38434692,-0.8982625,-5.6067,-0.4050733
"BMS1",0.802,0.38436269,-0.8982319,-5.6067,-0.1657029
"DPF1",0.802,0.38438259,-0.8981932,-5.6068,-0.52447755
"CEBPB",0.802,0.38444218,0.8980775,-5.6069,0.18248285
"SDHD",0.802,0.38463042,-0.8977119,-5.6072,-0.32009304
"WDFY3",0.802,0.38467362,-0.897628,-5.6073,-0.62870143
"ITGB1",0.802,0.38468771,0.8976006,-5.6073,0.42074488
"NUMB",0.802,0.38471278,-0.8975519,-5.6073,-0.16287812
"DNM1",0.802,0.38478078,0.8974199,-5.6074,0.54376219
"NLGN2",0.802,0.38487369,-0.8972396,-5.6076,-0.30386383
"IL17RD",0.802,0.38487815,0.8972309,-5.6076,0.60445034
"MYO1A",0.802,0.38502518,-0.8969456,-5.6078,-0.44733486
"DNAJB8",0.802,0.38508873,0.8968222,-5.6079,0.45212712
"STAT5A",0.802,0.38509064,0.8968185,-5.6079,0.273971
"TMED7",0.802,0.38513288,-0.8967366,-5.608,-0.33810477
"TYW3",0.802,0.38516598,0.8966724,-5.6081,0.20025173
"USP3",0.8021,0.38531538,-0.8963826,-5.6083,-0.17922968
"YBEY",0.8021,0.38531961,-0.8963744,-5.6083,-0.32143239
"ECI1",0.8024,0.38559943,-0.8958318,-5.6088,-0.2435344
"CLDN9",0.8026,0.38575921,0.8955221,-5.609,0.64856643
"VOPP1",0.8026,0.3857978,-0.8954473,-5.6091,-0.24711593
"SLC9C1",0.8026,0.3858548,-0.8953368,-5.6092,-0.52513736
"SHPRH",0.8027,0.38593461,-0.8951822,-5.6093,-0.41897069
"UBA7",0.8027,0.38603024,-0.8949969,-5.6095,-0.23514635
"IL1RN",0.8027,0.38609803,-0.8948656,-5.6096,-0.37283973
"ZNF180",0.8027,0.38614975,-0.8947655,-5.6097,-0.15723305
"CTDP1",0.8027,0.3863674,0.894344,-5.61,0.4918016
"L2HGDH",0.8027,0.38636897,0.894341,-5.61,0.25108123
"PRSS36",0.8027,0.38638474,-0.8943105,-5.6101,-0.17332831
"FAM103A1",0.8028,0.38650013,-0.8940871,-5.6103,-0.24087293
"ASB13",0.8029,0.38658928,-0.8939146,-5.6104,-0.17951659
"LAS1L",0.8029,0.38666775,-0.8937627,-5.6105,-0.17529478
"WRB",0.8029,0.38673002,-0.8936422,-5.6106,-0.32251935
"C19orf25",0.8029,0.38677436,-0.8935565,-5.6107,-0.37246682
"NAPEPLD",0.8036,0.38726001,0.8926174,-5.6115,0.31657796
"SHISA2",0.8036,0.38733281,0.8924767,-5.6116,0.84818356
"CCDC183",0.8036,0.38738993,-0.8923662,-5.6117,-0.33145686
"ATG2B",0.8036,0.38747747,-0.8921971,-5.6119,-0.26623027
"RGL4",0.8036,0.38752116,-0.8921127,-5.6119,-0.40056627
"FKBP14",0.8036,0.38754172,-0.892073,-5.612,-0.16173821
"RPUSD2",0.8037,0.38763484,0.8918931,-5.6121,0.19698132
"MTHFR",0.8037,0.38779407,0.8915855,-5.6124,0.53611648
"JOSD2",0.8037,0.38795737,0.8912702,-5.6127,0.38670118
"KRTAP10-11",0.8037,0.38804907,-0.8910932,-5.6128,-0.3362115
"RSU1",0.8037,0.38807973,-0.891034,-5.6129,-0.22999403
"SUN2",0.8037,0.38809109,0.8910121,-5.6129,0.16117149
"GOLGA2",0.8037,0.38833361,0.8905441,-5.6133,0.21441985
"GTF2IRD2",0.8037,0.38834809,-0.8905162,-5.6133,-0.2677987
"USP54",0.8038,0.38851699,0.8901904,-5.6136,0.53950786
"STRA13",0.8038,0.38858609,-0.8900571,-5.6137,-0.21483555
"TMEM138",0.8038,0.38861204,-0.8900071,-5.6137,-0.28068421
"IL15RA",0.8038,0.38865186,0.8899303,-5.6138,0.86408542
"RFXANK",0.8039,0.3888691,-0.8895115,-5.6141,-0.20160465
"SEPHS2",0.8042,0.3892469,-0.8887835,-5.6148,-0.22088748
"NARFL",0.8042,0.38927399,0.8887313,-5.6148,0.2505157
"PER1",0.8042,0.38938397,0.8885195,-5.615,0.44697142
"ZBTB49",0.8042,0.38942838,-0.888434,-5.615,-0.34328032
"FAM131B",0.8042,0.38944036,-0.8884109,-5.6151,-0.2118777
"RETSAT",0.8042,0.38947175,0.8883505,-5.6151,0.35300524
"DCAF12",0.8042,0.38952649,-0.8882451,-5.6152,-0.15094905
"GBGT1",0.8042,0.38953048,-0.8882374,-5.6152,-0.33900998
"PUDP",0.8044,0.38969483,0.887921,-5.6155,0.43459007
"ADAM18",0.8044,0.38977461,-0.8877675,-5.6156,-0.15622099
"MNDA",0.8046,0.38995686,-0.8874168,-5.6159,-0.56765245
"FGFR1OP2",0.8046,0.39002645,-0.8872829,-5.616,-0.31940119
"ARHGEF7",0.8048,0.39017897,0.8869896,-5.6163,0.15953622
"SNRPD3",0.8048,0.39024247,0.8868675,-5.6164,0.20159208
"SOS1",0.8049,0.39055412,0.8862684,-5.6169,0.6537608
"LRRC57",0.8049,0.39059041,-0.8861986,-5.6169,-0.25679132
"SYP",0.8049,0.39061755,0.8861465,-5.617,0.57046137
"RAB22A",0.8049,0.39067186,-0.8860421,-5.6171,-0.13941652
"C9orf170",0.8049,0.39076855,-0.8858563,-5.6172,-0.42345828
"TIMM9",0.8049,0.39078895,-0.8858171,-5.6173,-0.15724143
"ZBED8",0.8049,0.3908707,-0.8856601,-5.6174,-0.27856846
"FTL",0.8049,0.39087121,-0.8856591,-5.6174,-0.22633841
"C12orf60",0.8049,0.39091412,-0.8855767,-5.6175,-0.39944289
"FZD4",0.8049,0.39091717,0.8855709,-5.6175,0.25920361
"UBAP2",0.8049,0.3909986,0.8854145,-5.6176,0.20798816
"AAGAB",0.8049,0.39105148,-0.8853129,-5.6177,-0.21414387
"FAM213B",0.8049,0.39109338,-0.8852325,-5.6177,-0.24355543
"NIF3L1",0.8049,0.39115133,-0.8851212,-5.6178,-0.1536825
"POLR2L",0.8049,0.39121593,-0.8849972,-5.6179,-0.25224451
"UTRN",0.805,0.39134816,0.8847434,-5.6182,0.22209347
"ZNF470",0.8051,0.39149427,-0.884463,-5.6184,-0.31965796
"COX6B1",0.8051,0.39157005,-0.8843176,-5.6185,-0.22982378
"BAK1",0.8051,0.39168342,-0.8841001,-5.6187,-0.2732006
"COG2",0.8051,0.39175533,-0.8839622,-5.6188,-0.26349767
"TAF8",0.8051,0.39187241,0.8837377,-5.619,0.35975075
"MRPS14",0.8051,0.3919571,0.8835753,-5.6191,0.21544575
"ZNF438",0.8051,0.3919961,0.8835005,-5.6192,0.18190097
"UHMK1",0.8051,0.39205839,-0.8833811,-5.6193,-0.37568381
"SYT15",0.8051,0.3920784,0.8833427,-5.6193,0.38185755
"VPS33A",0.8052,0.39230983,0.8828992,-5.6197,0.22002648
"FHDC1",0.8052,0.39239292,-0.88274,-5.6198,-0.43865331
"EIF2A",0.8052,0.39240933,-0.8827086,-5.6199,-0.20445362
"SPACA9",0.8052,0.39245372,0.8826235,-5.6199,0.28479219
"CSE1L",0.8052,0.3924822,-0.882569,-5.62,-0.13518946
"ARMC8",0.8052,0.39252254,-0.8824917,-5.6201,-0.1622586
"BLVRA",0.8052,0.39261016,-0.8823239,-5.6202,-0.26110813
"USP8",0.8052,0.39272133,-0.882111,-5.6204,-0.15683459
"HSPA9",0.8052,0.39276562,0.8820262,-5.6204,0.13005069
"BNIP1",0.8052,0.39284294,-0.8818782,-5.6206,-0.22324064
"FKBP4",0.8052,0.39289281,-0.8817827,-5.6206,-0.27535386
"ZNF185",0.8052,0.39294454,-0.8816837,-5.6207,-0.21772675
"PLPP3",0.8052,0.39303244,-0.8815155,-5.6209,-0.31646704
"MBTPS2",0.8052,0.39307672,0.8814308,-5.6209,0.41659664
"QTRT1",0.8052,0.39310574,-0.8813753,-5.621,-0.22775742
"ZNF282",0.8052,0.39315954,0.8812723,-5.6211,0.1908608
"ENPP5",0.8052,0.39320222,-0.8811907,-5.6211,-0.34419084
"DDX27",0.8053,0.39334369,-0.88092,-5.6214,-0.3345344
"UBR2",0.8053,0.39338904,-0.8808333,-5.6214,-0.13478084
"SLC52A3",0.8053,0.39343928,0.8807372,-5.6215,0.51892128
"EPHA3",0.8058,0.39376222,0.8801198,-5.622,0.24972502
"WDR55",0.8058,0.39378803,-0.8800705,-5.6221,-0.13968813
"SLC25A24",0.806,0.39392477,-0.8798092,-5.6223,-0.37592847
"MEGF8",0.8061,0.39414916,0.8793805,-5.6227,0.33745815
"COG3",0.8061,0.3941841,0.8793137,-5.6227,0.19149238
"CDK5RAP2",0.8061,0.39430984,0.8790736,-5.6229,0.26277686
"CYB5R4",0.8061,0.39431602,-0.8790618,-5.6229,-0.47739984
"RANBP3",0.8061,0.39434132,0.8790135,-5.623,0.18053652
"COPS4",0.8061,0.39437373,0.8789516,-5.623,0.18142841
"PRR14",0.8062,0.39445061,-0.8788049,-5.6231,-0.22358894
"CCDC24",0.8062,0.39459246,0.8785341,-5.6234,0.35856061
"SULT1E1",0.8062,0.39470568,-0.878318,-5.6235,-0.81563023
"GNMT",0.8062,0.3948004,-0.8781373,-5.6237,-0.34158814
"ZNF624",0.8062,0.39480257,0.8781331,-5.6237,0.20195924
"AP4E1",0.8062,0.39491228,0.8779238,-5.6239,0.2602205
"11-Sep",0.8062,0.39503622,-0.8776875,-5.6241,-0.41556787
"NEPRO",0.8062,0.39508684,0.8775909,-5.6242,0.45377721
"MPZL3",0.8062,0.39513425,-0.8775005,-5.6242,-0.20731458
"ZNF766",0.8062,0.3952211,-0.8773349,-5.6244,-0.15154471
"DAAM2",0.8062,0.39523798,0.8773027,-5.6244,0.46957548
"ZNF793",0.8062,0.39525826,-0.8772641,-5.6244,-0.28492269
"HDAC11",0.8064,0.39544616,-0.8769059,-5.6247,-0.32254016
"TUSC2",0.8064,0.395448,0.8769024,-5.6247,0.26328078
"NKIRAS1",0.8065,0.39565127,-0.8765151,-5.6251,-0.16640431
"TIMM13",0.8065,0.39566043,-0.8764976,-5.6251,-0.28173238
"CDC42EP3",0.8065,0.3956705,0.8764784,-5.6251,0.80271159
"LEAP2",0.8068,0.39595052,0.8759451,-5.6255,0.29736192
"GMIP",0.8069,0.39603485,-0.8757845,-5.6257,-0.43721759
"CKS2",0.8069,0.39610973,-0.8756419,-5.6258,-0.74662195
"MAGEE1",0.8072,0.39657547,0.8747557,-5.6265,0.40455457
"ST6GALNAC2",0.8072,0.39672507,-0.8744711,-5.6268,-0.31863444
"TEAD4",0.8072,0.39673872,-0.8744452,-5.6268,-0.63482944
"LYPLAL1",0.8072,0.39688067,0.8741753,-5.627,0.38337088
"GLUD1",0.8072,0.39694974,-0.874044,-5.6271,-0.12262851
"MED25",0.8072,0.39697917,-0.873988,-5.6272,-0.3163756
"C7orf49",0.8072,0.39703435,-0.8738831,-5.6272,-0.3380272
"CABLES1",0.8072,0.39706811,-0.873819,-5.6273,-0.37214272
"SCARA5",0.8072,0.39738586,-0.8732152,-5.6278,-0.39011865
"UBR7",0.8072,0.39740265,-0.8731833,-5.6278,-0.43719105
"WDR12",0.8072,0.39740375,-0.8731812,-5.6278,-0.27259102
"GLMN",0.8072,0.39742092,-0.8731486,-5.6279,-0.2097135
"ASNA1",0.8072,0.39753796,-0.8729263,-5.628,-0.45249157
"ZNF638",0.8072,0.39757628,-0.8728536,-5.6281,-0.17616085
"DLK1",0.8072,0.39759899,-0.8728104,-5.6281,-0.89476465
"DLX3",0.8072,0.39781851,0.8723936,-5.6285,0.50612961
"P3H3",0.8072,0.39787739,0.8722819,-5.6286,0.29422896
"SMARCA2",0.8072,0.39788703,0.8722636,-5.6286,0.19244245
"WDFY1",0.8072,0.39789524,-0.872248,-5.6286,-0.20298172
"RPL17",0.8072,0.39790829,-0.8722232,-5.6286,-0.5201234
"KRT7",0.8072,0.3981057,-0.8718486,-5.6289,-0.33589977
"EHD2",0.8072,0.3981099,-0.8718407,-5.6289,-0.39975994
"TSPAN15",0.8072,0.39816101,0.8717437,-5.629,0.54232699
"C11orf24",0.8072,0.39816453,-0.871737,-5.629,-0.27491862
"CDS1",0.8072,0.39818612,0.8716961,-5.6291,0.51139341
"PALD1",0.8072,0.39820429,0.8716616,-5.6291,0.15053625
"SLC25A23",0.8072,0.39833206,0.8714192,-5.6293,0.26424545
"ZCWPW1",0.8072,0.39844558,-0.871204,-5.6295,-0.23297836
"PANK3",0.8072,0.39847185,-0.8711542,-5.6295,-0.19931437
"NEDD1",0.8072,0.39847653,0.8711453,-5.6295,0.57301632
"WDR44",0.8073,0.39871419,-0.8706948,-5.6299,-0.18884444
"EMC10",0.8073,0.39871731,0.8706888,-5.6299,0.37149211
"TULP3",0.8075,0.39886316,-0.8704124,-5.6301,-0.22557605
"CYP7B1",0.8079,0.39926709,-0.8696473,-5.6308,-0.62760057
"DHX33",0.8079,0.39933795,0.8695131,-5.6309,0.39647906
"ADAM21",0.8079,0.39935493,-0.869481,-5.6309,-0.29172502
"LY6G5C",0.8079,0.39940469,-0.8693868,-5.631,-0.43086618
"RHBDD3",0.8079,0.39950009,0.8692062,-5.6311,0.29699368
"SNRPE",0.8079,0.39954226,0.8691263,-5.6312,0.55993442
"FRMD8",0.808,0.39976564,-0.8687036,-5.6315,-0.20573907
"XPO6",0.808,0.39977846,0.8686794,-5.6316,0.17672422
"FIP1L1",0.808,0.39996344,0.8683295,-5.6319,0.29892854
"APOC2",0.808,0.3999787,-0.8683006,-5.6319,-0.3263473
"TM6SF2",0.808,0.40007685,0.868115,-5.632,0.27702063
