"","adj.P.Val","P.Value","t","B","logFC"
"TSSC1",0.0122,0.00613,-3.216833,-2.9776,-0.4509354
"E2F3",0.0122,0.00615,-3.215302,-2.98061,-0.918702
"RAB40C",0.0122,0.00615,-3.214726,-2.98174,-0.3743657
"9-Sep",0.0122,0.00615,-3.214613,-2.98196,-0.4146215
"ATP6V0D1",0.0122,0.00617,-3.213625,-2.98391,-0.45873
"METTL21A",0.0123,0.00619,3.211972,-2.98716,0.3572318
"ARRDC2",0.0123,0.0062,-3.211202,-2.98867,-0.3520161
"RNF31",0.0123,0.00622,-3.20963,-2.99177,-0.4772107
"SMYD3",0.0123,0.00622,-3.209092,-2.99282,-0.4507337
"BOLL",0.0123,0.00623,3.208664,-2.99366,0.548711
"RALYL",0.0123,0.00623,3.208552,-2.99389,0.4788754
"PTPRH",0.0124,0.00623,3.208283,-2.99441,0.376056
"NUDT16",0.0124,0.00625,-3.207011,-2.99692,-0.592468
"MGST2",0.0124,0.00626,-3.206438,-2.99804,-1.0561311
"GLS",0.0124,0.00627,-3.205683,-2.99953,-0.5581495
"LOC100652820",0.0125,0.00629,3.203558,-3.0037,0.333212
"HIST2H3D",0.0125,0.0063,-3.203158,-3.00449,-0.5052333
"FANCD2",0.0125,0.0063,-3.203066,-3.00467,-0.4861073
"RPLP2",0.0125,0.00634,-3.200139,-3.01043,-0.5338773
"TRANK1",0.0125,0.00635,-3.199399,-3.01188,-0.796671
"AP3B1",0.0126,0.00635,-3.198724,-3.01321,-0.7281361
"DUSP3",0.0126,0.00638,-3.196989,-3.01662,-0.8132217
"PRIM1",0.0127,0.00643,-3.192676,-3.0251,-0.4818275
"ENPP1",0.0127,0.00643,3.192564,-3.02532,0.3881346
"ABHD14B",0.0127,0.00644,-3.19222,-3.02599,-0.5979719
"ATP5D",0.0127,0.00644,-3.192217,-3.026,-0.4142
"CPPED1",0.0127,0.00645,-3.191317,-3.02777,-0.6748609
"UCKL1",0.0127,0.00645,-3.191115,-3.02816,-0.6568434
"MMRN2",0.0127,0.00647,3.189418,-3.0315,0.4901466
"ZNF799",0.0127,0.00647,3.189411,-3.03151,0.3543609
"C7orf44",0.0128,0.00648,3.188905,-3.03251,0.6389934
"NFKBIB",0.0128,0.00648,-3.188621,-3.03307,-0.3973233
"WNK1",0.0128,0.0065,-3.18753,-3.03521,-0.5594793
"COMMD1",0.0128,0.00651,-3.186409,-3.03741,-0.4931523
"SNAI2",0.0129,0.00654,3.184412,-3.04133,0.8088695
"GSC2",0.0129,0.00656,-3.182947,-3.04421,-0.5533868
"KIAA0317",0.0129,0.00656,-3.182511,-3.04507,-0.4818402
"NRIP2",0.013,0.00661,3.178924,-3.05211,0.4010427
"F7",0.013,0.00663,3.17755,-3.05481,0.3649037
"ALKBH6",0.013,0.00664,-3.176752,-3.05638,-0.458148
"FAM133B",0.013,0.00665,-3.175894,-3.05806,-0.7087921
"SAP30",0.013,0.00667,-3.174581,-3.06064,-0.6615784
"M6PR",0.013,0.00667,-3.174563,-3.06068,-0.4943443
"SNORA22",0.0131,0.0067,3.172351,-3.06502,0.5721309
"NDRG1",0.0131,0.00671,-3.171268,-3.06715,-0.6463386
"FGFRL1",0.0132,0.00674,-3.169147,-3.07131,-0.5810472
"MLXIP",0.0132,0.00674,3.16909,-3.07142,0.4226805
"RRBP1",0.0132,0.00677,-3.166736,-3.07604,-0.4566589
"XLOC_011940",0.0132,0.00678,3.166573,-3.07636,0.3516649
"PDZD2",0.0133,0.0068,3.164729,-3.07998,0.7315941
"CLTB",0.0133,0.00682,3.16356,-3.08227,0.4112621
"MAVS",0.0133,0.00683,3.162215,-3.08491,0.4059789
"XLOC_008539",0.0134,0.00685,3.161221,-3.08686,0.3652712
"ACTN1",0.0134,0.00686,-3.16065,-3.08798,-0.5886763
"SLC19A3",0.0134,0.00686,3.160636,-3.08801,0.4548147
"ZNF678",0.0134,0.00686,3.160575,-3.08813,0.6142797
"C21orf7",0.0134,0.00687,-3.159764,-3.08972,-1.0641021
"SEC23B",0.0134,0.00687,-3.159404,-3.09043,-0.492679
"SMPDL3B",0.0134,0.00688,3.15923,-3.09077,0.4707946
"ZNF326",0.0134,0.00689,-3.158424,-3.09235,-0.6193534
"ERO1L",0.0134,0.0069,-3.15744,-3.09428,-1.1500353
"PACS1",0.0135,0.00691,-3.156912,-3.09532,-0.6334852
"HEATR7A",0.0135,0.00691,3.156828,-3.09548,0.4264794
"NIN",0.0135,0.00691,-3.156659,-3.09581,-0.4797657
"ZDHHC21",0.0135,0.00692,3.155754,-3.09759,0.4158955
"MTMR9",0.0135,0.00693,-3.154915,-3.09923,-0.5217726
"ZNF607",0.0135,0.00694,3.15433,-3.10038,0.4392216
"VWA5A",0.0135,0.00696,-3.153185,-3.10263,-0.4648359
"CTCF",0.0136,0.00699,-3.151039,-3.10684,-0.5565983
"QPCT",0.0136,0.00699,-3.150885,-3.10714,-0.8169244
"CFLAR",0.0136,0.007,3.150188,-3.10851,0.3393843
"PCBP1",0.0136,0.00701,-3.149574,-3.10971,-0.4296251
"ZNF621",0.0136,0.00701,-3.149216,-3.11041,-0.5029245
"STK16",0.0136,0.00702,-3.148987,-3.11086,-0.4579933
"METTL2A",0.0136,0.00702,-3.148791,-3.11125,-0.4860194
"KIAA1958",0.0136,0.00702,3.148721,-3.11138,0.6866517
"FAM46A",0.0137,0.00705,-3.14638,-3.11597,-0.6066672
"RPS6KA5",0.0137,0.00707,-3.145122,-3.11844,-0.6163446
"KRTAP21-2",0.0137,0.00707,3.144919,-3.11884,0.3508282
"ISLR2",0.0138,0.00709,3.143518,-3.12158,0.4385171
"CDK4",0.0138,0.00711,-3.142311,-3.12395,-0.3726803
"ADAR",0.0138,0.00713,-3.140708,-3.12709,-0.537564
"ST6GALNAC3",0.0138,0.00715,3.139832,-3.12881,0.5439421
"LOC644649",0.0138,0.00715,3.139721,-3.12903,0.3494098
"SKP2",0.0139,0.00716,-3.139073,-3.1303,-0.3428725
"SLC6A3",0.0139,0.00716,3.138693,-3.13104,0.3883843
"KIAA1191",0.0139,0.00718,-3.137212,-3.13394,-0.4714567
"PTPRC",0.0139,0.0072,-3.136013,-3.13629,-0.4485468
"LOC100128338",0.0139,0.00721,-3.135577,-3.13715,-0.4290765
"FOXM1",0.0139,0.00721,3.13528,-3.13773,0.3416061
"HAUS2",0.014,0.00723,-3.134173,-3.1399,-0.5228349
"PPAT",0.014,0.00723,-3.134055,-3.14013,-0.640723
"WDR54",0.0141,0.00729,-3.129806,-3.14845,-0.6211664
"VTI1A",0.0141,0.0073,-3.129418,-3.14921,-0.3348741
"XLOC_000101",0.0141,0.00731,3.128668,-3.15068,0.3455777
"TMEM131",0.0141,0.00732,-3.127958,-3.15207,-0.5108038
"MAGEL2",0.0141,0.00732,3.127875,-3.15223,0.3875108
"PAX6",0.0141,0.00732,3.127594,-3.15279,0.3688968
"DNPEP",0.0142,0.00736,-3.125148,-3.15758,-0.5386027
"FGD1",0.0142,0.00738,-3.12364,-3.16053,-0.4627768
"TIMM8A",0.0143,0.0074,-3.122398,-3.16296,-0.6383307
"MLLT3",0.0143,0.00742,-3.121061,-3.16558,-0.6159321
"POLR2J2",0.0143,0.00742,3.120754,-3.16618,0.4019375
"PARP9",0.0143,0.00743,-3.120616,-3.16645,-0.7886998
"ZNF729",0.0143,0.00743,-3.120456,-3.16676,-0.523484
"THEG",0.0143,0.00743,3.120408,-3.16686,0.3456134
"CHSY1",0.0143,0.00744,-3.11982,-3.16801,-1.2511755
"TRDMT1",0.0143,0.00745,-3.118931,-3.16975,-0.6815793
"ESD",0.0143,0.00745,-3.118721,-3.17016,-0.6229281
"LRFN2",0.0144,0.00747,3.117597,-3.17236,0.5016263
"KIAA0907",0.0144,0.00748,-3.117255,-3.17303,-0.5225753
"PDE3B",0.0144,0.00748,-3.116955,-3.17362,-0.7240096
"CHIC1",0.0144,0.00748,-3.116831,-3.17386,-0.363518
"SAP30L",0.0144,0.00749,-3.116192,-3.17511,-0.4172992
"XLOC_013946",0.0144,0.0075,3.115401,-3.17666,0.3432105
"PER2",0.0144,0.00752,-3.114283,-3.17885,-0.4333614
"9-Mar",0.0145,0.00754,-3.113094,-3.18117,-0.3581461
"HDGF",0.0145,0.00754,3.113049,-3.18126,0.4121597
"PAOX",0.0145,0.00756,3.112037,-3.18324,0.5000952
"C9orf37",0.0145,0.00756,-3.111546,-3.1842,-0.3747336
"DPP7",0.0145,0.00757,-3.111268,-3.18475,-0.676232
"MAPKAPK2",0.0145,0.00757,-3.111196,-3.18489,-0.5278572
"Q9EPR2",0.0145,0.00759,3.109755,-3.18771,0.561564
"LOC100130456",0.0145,0.00759,3.109755,-3.18771,0.4787858
"SNX22",0.0145,0.0076,3.109315,-3.18857,0.6955842
"PMPCB",0.0146,0.00761,3.108332,-3.19049,0.5070163
"RASSF4",0.0146,0.00762,-3.107785,-3.19156,-0.6656748
"SRSF4",0.0146,0.00763,-3.107092,-3.19292,-0.6821721
"USP21",0.0146,0.00764,-3.106147,-3.19477,-0.5068363
"POLR1D",0.0146,0.00765,-3.10609,-3.19488,-0.4484942
"CRBN",0.0146,0.00765,-3.105707,-3.19563,-0.5031015
"TPP1",0.0147,0.0077,-3.102551,-3.2018,-0.5557106
"MT1E",0.0147,0.0077,3.102195,-3.2025,0.5783005
"BCL11B",0.0147,0.00771,-3.101703,-3.20346,-0.602566
"XLOC_l2_004844",0.0148,0.00775,3.09958,-3.20761,0.3311884
"IL16",0.0148,0.00776,-3.098412,-3.20989,-0.5069466
"RTN4RL1",0.0148,0.00777,3.098054,-3.21059,0.5198184
"LOC644727",0.0149,0.00779,3.096736,-3.21317,0.4266817
"HLA-DRB3",0.0149,0.0078,-3.096041,-3.21453,-0.6563804
"GZF1",0.0149,0.0078,3.095917,-3.21477,0.389004
"TMEM129",0.0149,0.00781,-3.095175,-3.21622,-0.4625785
"LOC652119",0.0149,0.00784,3.093327,-3.21984,0.4969354
"NCF2",0.0151,0.00791,-3.089259,-3.22779,-0.7996751
"NCR3",0.0151,0.00791,-3.08901,-3.22827,-0.8493676
"ADAMTS1",0.0151,0.00791,-3.088735,-3.22881,-0.5893593
"TTC28",0.0151,0.00792,3.088174,-3.22991,0.3223288
"LOC652586",0.0152,0.00798,3.08493,-3.23625,0.4521891
"CRHBP",0.0152,0.00798,3.08445,-3.23718,0.7826299
"ZNF18",0.0152,0.00801,-3.082979,-3.24006,-0.3766466
"ARGLU1",0.0153,0.00803,-3.081636,-3.24268,-0.8285614
"METTL7B",0.0153,0.00806,3.079604,-3.24665,0.4750451
"ZNF273",0.0154,0.0081,-3.076984,-3.25177,-0.4363764
"ISG15",0.0154,0.00811,-3.076374,-3.25296,-0.8007019
"XLOC_l2_005350",0.0154,0.00812,3.076181,-3.25333,0.4880731
"OR1L6",0.0154,0.00812,3.075885,-3.25391,0.4446878
"NLRP1",0.0154,0.00813,3.075292,-3.25507,0.5362561
"HPS6",0.0154,0.00813,-3.075262,-3.25513,-0.3562924
"CDS1",0.0154,0.00813,3.07501,-3.25562,0.3825153
"FIBCD1",0.0154,0.00814,3.07465,-3.25632,0.3450248
"PAG1",0.0155,0.00815,-3.074201,-3.2572,-0.3757759
"TMEM55A",0.0155,0.00816,-3.073747,-3.25809,-0.7374237
"ANKRD16",0.0156,0.00821,3.070564,-3.2643,0.4126464
"MKRN1",0.0156,0.00824,3.068554,-3.26822,0.4596343
"IKBKB",0.0156,0.00826,3.067133,-3.27099,0.3681257
"ERV3-1",0.0157,0.00827,3.066834,-3.27158,0.7966328
"DKFZP434F142",0.0157,0.00829,3.06582,-3.27356,0.6362066
"PAPSS1",0.0157,0.00832,-3.063715,-3.27766,-0.7541092
"PPIH",0.0157,0.00832,-3.0635,-3.27809,-0.7059054
"TAF2",0.0157,0.00832,-3.06343,-3.27822,-0.4639452
"YY2",0.0159,0.00841,3.058508,-3.28782,0.513272
"TMEM108",0.0159,0.00843,3.05697,-3.29082,0.4661147
"AATK",0.0159,0.00844,-3.056717,-3.29132,-0.8245173
"CPNE2",0.0159,0.00844,-3.056708,-3.29133,-0.5906439
"ACTN3",0.016,0.00846,-3.055309,-3.29406,-0.647384
"GDNF",0.016,0.00851,3.052473,-3.29959,0.4185944
"ANKRD53",0.0161,0.00854,3.050686,-3.30308,0.4917479
"CCDC78",0.0161,0.00854,3.050661,-3.30313,0.4251209
"MED17",0.0161,0.00856,-3.04938,-3.30562,-0.3926269
"LOC100653193",0.0161,0.00857,3.048948,-3.30646,0.3867657
"GABRE",0.0161,0.00857,3.048916,-3.30653,0.4806345
"C22orf24",0.0162,0.00859,3.047875,-3.30856,0.2887535
"C8orf60",0.0163,0.00867,3.042774,-3.3185,0.9495019
"MARK2",0.0164,0.00871,-3.040932,-3.32209,-0.5616247
"CD99L2",0.0165,0.00876,-3.037661,-3.32846,-0.3582575
"DHTKD1",0.0165,0.00878,-3.036863,-3.33001,-0.566448
"MT1H",0.0165,0.0088,3.035356,-3.33295,0.539129
"LOC100507050",0.0165,0.00881,3.035243,-3.33317,0.3324858
"CCDC33",0.0166,0.00882,3.034248,-3.3351,0.4504733
"XLOC_000471",0.0166,0.00883,-3.033741,-3.33609,-0.3447883
"TMEM183B",0.0167,0.0089,-3.029784,-3.3438,-0.4041713
"PSME4",0.0167,0.00891,-3.029254,-3.34483,-0.4225721
"NIT2",0.0168,0.00895,-3.027109,-3.349,-0.5132424
"HSPBAP1",0.0168,0.00896,3.026668,-3.34986,0.7064751
"SLC25A42",0.0169,0.00899,-3.024721,-3.35365,-0.5968849
"RCN1",0.0169,0.009,-3.024489,-3.3541,-0.5660732
"TNPO3",0.0169,0.009,-3.024062,-3.35494,-0.5640217
"DHRS2",0.0169,0.00903,3.022863,-3.35727,0.3387622
"XCR1",0.0169,0.00903,3.022416,-3.35814,0.3761815
"PLD1",0.0169,0.00904,-3.021823,-3.35929,-0.6556643
"CDKL4",0.0169,0.00905,3.021623,-3.35968,0.7957596
"THRA",0.017,0.00908,-3.019682,-3.36346,-0.4670223
"C14orf169",0.017,0.00909,-3.019383,-3.36404,-0.4542695
"ZNF569",0.0171,0.00917,3.015184,-3.37221,0.2969512
"SLC6A19",0.0172,0.00919,3.013766,-3.37496,0.485235
"C16orf13",0.0172,0.0092,-3.013503,-3.37548,-0.5418332
"BNIPL",0.0172,0.00922,3.01215,-3.37811,0.6674063
"BBC3",0.0173,0.00924,-3.010936,-3.38047,-0.3959806
"EBF2",0.0173,0.00926,3.010245,-3.38181,1.2243055
"ARHGEF1",0.0173,0.00926,-3.009854,-3.38257,-0.4554241
"CDC42BPB",0.0173,0.00927,3.009572,-3.38312,0.3030492
"TMEM154",0.0173,0.00928,-3.009005,-3.38422,-0.6037541
"RASSF2",0.0174,0.00933,-3.006132,-3.38981,-0.697631
"P2RY6",0.0174,0.00934,3.005941,-3.39018,0.393973
"ADAMTS6",0.0175,0.00936,3.004567,-3.39285,0.3315193
"EXOSC3",0.0175,0.00936,-3.004397,-3.39318,-0.5321359
"YIPF2",0.0175,0.00939,-3.003152,-3.3956,-0.4470362
"GLI4",0.0175,0.00939,-3.002835,-3.39621,-0.3647129
"USP47",0.0175,0.00941,-3.002088,-3.39766,-0.44129
"MYL6B",0.0176,0.00944,-3.000321,-3.4011,-0.3206123
"NARS2",0.0176,0.00947,-2.998937,-3.40379,-0.4523231
"TUBGCP6",0.0177,0.00949,-2.997771,-3.40605,-0.563471
"DNAH9",0.0177,0.0095,2.997151,-3.40726,0.5610567
"CCNDBP1",0.0177,0.0095,-2.996943,-3.40766,-0.3277086
"EIF1B",0.0177,0.00952,-2.995915,-3.40966,-0.7825688
"OR10W1",0.0178,0.00955,2.994611,-3.41219,0.3924721
"NKX1-2",0.0178,0.00956,2.994039,-3.4133,0.3586719
"OSBPL2",0.0179,0.0096,-2.991841,-3.41757,-0.5594286
"IL17B",0.0179,0.00961,2.991288,-3.41864,0.4783908
"XLOC_002133",0.0179,0.00964,2.989572,-3.42197,0.4626978
"LTF",0.0179,0.00965,-2.98937,-3.42237,-2.0885946
"ELSPBP1",0.018,0.00968,2.987492,-3.42601,0.3913001
"P2RX7",0.018,0.0097,-2.986911,-3.42714,-0.8970798
"PLIN4",0.0181,0.00973,-2.985276,-3.43031,-0.4147202
"P4HA2",0.0181,0.00973,2.985025,-3.4308,0.6325846
"DCUN1D2",0.0181,0.00976,2.983539,-3.43368,0.3973428
"ZHX2",0.0181,0.00977,-2.982968,-3.43479,-0.3326277
"PSMB7",0.0182,0.00982,-2.980553,-3.43948,-0.4584273
"MBD4",0.0182,0.00982,-2.980476,-3.43963,-0.4024854
"UBXN11",0.0183,0.00986,-2.978519,-3.44342,-0.627045
"CD101",0.0183,0.00992,-2.975658,-3.44897,-0.6165545
"SOD2",0.0184,0.00994,-2.97449,-3.45124,-0.6622323
"RTP2",0.0184,0.00996,2.973416,-3.45332,0.3193198
"SPHK2",0.0184,0.00997,-2.973023,-3.45408,-0.4605342
"CHST2",0.0185,0.00999,-2.971936,-3.45619,-1.2187512
"HDLBP",0.0185,0.00999,-2.971809,-3.45644,-0.4573844
"WDR26",0.0185,0.01,-2.970623,-3.45873,-0.6451621
"SUV420H2",0.0185,0.01,-2.970584,-3.45881,-0.4433738
"TECPR2",0.0185,0.01,-2.970584,-3.45881,-0.7625427
"FBXO17",0.0185,0.01,2.970279,-3.4594,0.5079876
"LMO4",0.0185,0.01,-2.970014,-3.45991,-0.6065522
"FFAR3",0.0185,0.01,2.969853,-3.46023,0.6149447
"C5orf24",0.0186,0.0101,-2.968624,-3.46261,-0.7706829
"C9orf95",0.0186,0.0101,-2.968305,-3.46323,-0.6637405
"PLP1",0.0186,0.0101,2.966168,-3.46737,0.5218851
"SLC26A6",0.0186,0.0101,-2.966095,-3.46751,-0.4749824
"LMX1B",0.0187,0.0101,2.965044,-3.46955,0.3533472
"CDCA7L",0.0187,0.0101,-2.964754,-3.47011,-0.6225623
"FAM8A1",0.0187,0.0102,-2.963388,-3.47276,-0.6167268
"TMEM217",0.0188,0.0102,2.96238,-3.47471,0.4383726
"HIST1H4J",0.0188,0.0102,-2.961891,-3.47566,-0.4566233
"XLOC_004323",0.0188,0.0102,2.96157,-3.47628,0.3645061
"XLOC_013469",0.0188,0.0102,2.961397,-3.47661,0.350945
"C1orf87",0.0189,0.0102,2.959315,-3.48065,1.3284547
"PHF21B",0.0189,0.0102,2.959015,-3.48123,0.329799
"PLCXD1",0.0189,0.0103,-2.958598,-3.48204,-0.5051734
"IGF2R",0.0189,0.0103,-2.958036,-3.48312,-0.8626925
"TNRC6C",0.0189,0.0103,2.957926,-3.48334,0.3795456
"XLOC_003365",0.0189,0.0103,2.957699,-3.48378,0.3950281
"PCGF3",0.019,0.0103,2.955011,-3.48898,0.4938288
"PIK3IP1",0.019,0.0103,-2.954872,-3.48925,-0.5364532
"SETD5",0.0191,0.0104,-2.952151,-3.49452,-0.3386237
"FAM171A2",0.0191,0.0104,2.952029,-3.49475,0.2976875
"PTPN7",0.0192,0.0105,-2.948313,-3.50195,-0.5554585
"EDNRA",0.0193,0.0105,2.947361,-3.50379,0.5003277
"XLOC_013553",0.0193,0.0105,2.946957,-3.50457,0.4646277
"LHX9",0.0193,0.0105,2.945736,-3.50693,0.3170279
"ELMOD3",0.0193,0.0105,2.945186,-3.508,0.4549656
"TDRD7",0.0194,0.0106,-2.943186,-3.51187,-0.4423638
"JMY",0.0194,0.0106,-2.943033,-3.51216,-0.714857
"FKBP1A",0.0194,0.0106,2.942279,-3.51362,0.4696389
"FAM82A2",0.0194,0.0106,-2.942152,-3.51387,-0.6431944
"HLA-C",0.0195,0.0106,-2.941525,-3.51508,-0.4263329
"XLOC_006852",0.0195,0.0106,2.941505,-3.51512,0.3374229
"SF3B1",0.0195,0.0106,-2.940655,-3.51676,-0.2865545
"CFL1",0.0195,0.0107,-2.939484,-3.51903,-0.430535
"UBN1",0.0195,0.0107,-2.93914,-3.51969,-0.5589352
"SLC6A6",0.0196,0.0107,-2.936303,-3.52518,-0.7407711
"ZNF225",0.0196,0.0107,-2.936234,-3.52531,-0.4923223
"XLOC_l2_013873",0.0196,0.0107,2.935839,-3.52608,0.7785089
"VPS52",0.0197,0.0107,-2.935132,-3.52744,-0.4392192
"FAM65B",0.0198,0.0108,-2.932087,-3.53333,-0.7612022
"EMP2",0.0199,0.0109,2.929729,-3.53789,0.3511581
"ZNF736",0.0199,0.0109,-2.928594,-3.54008,-0.7585726
"DSCR3",0.0199,0.0109,-2.928203,-3.54083,-0.3567147
"MMP28",0.0199,0.0109,2.927486,-3.54222,0.2995906
"CSTF1",0.0199,0.0109,-2.927397,-3.54239,-0.6795339
"PLA2G2F",0.02,0.0109,2.926427,-3.54427,0.4360315
"HMGB4",0.02,0.011,2.924724,-3.54755,0.3726282
"LUC7L3",0.02,0.011,-2.924396,-3.54819,-0.4008016
"IRF5",0.0202,0.0111,-2.920874,-3.55499,-0.7658191
"SLC3A1",0.0202,0.0111,2.920603,-3.55552,0.6648871
"ALG1",0.0202,0.0111,-2.920558,-3.5556,-0.4022489
"LOC100132474",0.0202,0.0111,2.920546,-3.55562,0.4191466
"QRFP",0.0202,0.0111,2.920361,-3.55598,0.5149363
"BCAT2",0.0202,0.0111,-2.919815,-3.55704,-0.4292253
"CITED2",0.0202,0.0111,-2.918299,-3.55996,-0.471397
"FAM184B",0.0203,0.0112,2.915619,-3.56514,0.3696573
"PRB1",0.0203,0.0112,2.915116,-3.56611,0.3723358
"LOC100505565",0.0203,0.0112,2.914837,-3.56665,0.3620366
"TSPAN10",0.0204,0.0112,2.914481,-3.56733,0.2963333
"SNAP29",0.0204,0.0112,-2.91291,-3.57036,-0.6324715
"UBE2A",0.0204,0.0112,-2.912832,-3.57052,-0.4782184
"MBOAT7",0.0204,0.0112,-2.912163,-3.57181,-0.7253308
"XLOC_004392",0.0204,0.0113,2.912149,-3.57183,0.3872358
"ZCWPW1",0.0205,0.0113,2.911532,-3.57302,0.7652971
"PLEKHM1",0.0205,0.0113,2.911327,-3.57342,0.4324372
"TP53I3",0.0205,0.0113,-2.911308,-3.57346,-0.4370832
"EPM2AIP1",0.0205,0.0113,2.910845,-3.57435,0.6149063
"ARL4A",0.0205,0.0113,2.910065,-3.57585,0.7032442
"NOL6",0.0206,0.0113,-2.908451,-3.57897,-0.4637297
"LOC388210",0.0206,0.0113,2.908205,-3.57944,0.6556177
"UBE2CBP",0.0206,0.0113,2.908074,-3.5797,0.3523489
"DEDD",0.0206,0.0114,2.907397,-3.581,0.4614827
"CAPG",0.0206,0.0114,-2.907277,-3.58123,-0.415552
"FBXO15",0.0206,0.0114,2.906933,-3.5819,0.3431585
"TUBA1B",0.0206,0.0114,-2.906553,-3.58263,-0.6172201
"C18orf8",0.0206,0.0114,-2.905731,-3.58421,-0.3316012
"DHRS9",0.0206,0.0114,-2.905567,-3.58453,-0.9455434
"LRRC19",0.0207,0.0114,2.903498,-3.58852,0.3790532
"XLOC_001355",0.0207,0.0114,2.903289,-3.58892,0.351747
"LOC440330",0.0208,0.0115,2.901262,-3.59283,0.5499675
"RCE1",0.0208,0.0115,-2.900893,-3.59354,-0.4796978
"CNTNAP3",0.0208,0.0115,2.900593,-3.59412,1.5394224
"ANKRD58",0.0208,0.0115,-2.900347,-3.5946,-0.3594852
"HLA-DQB1",0.0208,0.0115,-2.900129,-3.59502,-0.5526058
"MPP6",0.0209,0.0115,-2.899235,-3.59674,-0.7685901
"HIST2H2BF",0.0209,0.0116,-2.897566,-3.59995,-0.4698169
"LAT",0.0209,0.0116,-2.897255,-3.60055,-0.385877
"MPZL1",0.021,0.0116,-2.895823,-3.60331,-0.827259
"ILDR1",0.021,0.0116,2.895815,-3.60333,0.3243981
"GUCY2C",0.021,0.0116,2.895537,-3.60387,0.3856506
"NUDT16L1",0.021,0.0116,2.895536,-3.60387,0.2690645
"DDB2",0.021,0.0117,-2.894254,-3.60634,-0.357217
"ZNF675",0.021,0.0117,-2.894057,-3.60672,-0.5301222
"PHF7",0.021,0.0117,2.893586,-3.60762,0.3345612
"ARHGEF18",0.0211,0.0117,-2.891417,-3.6118,-0.6521017
"SLIT1",0.0211,0.0117,2.891401,-3.61183,0.4356896
"PKD2L1",0.0211,0.0117,2.891128,-3.61236,0.3709804
"SEPX1",0.0212,0.0117,-2.890673,-3.61323,-0.7996169
"GLIPR2",0.0212,0.0118,-2.890091,-3.61436,-0.440731
"RPS6KC1",0.0212,0.0118,-2.888801,-3.61684,-0.4612948
"LYN",0.0212,0.0118,-2.888649,-3.61713,-0.4584145
"PRAMEF7",0.0212,0.0118,2.888428,-3.61756,0.3231938
"XLOC_014329",0.0212,0.0118,2.888268,-3.61787,0.328797
"TCF4",0.0213,0.0119,-2.885727,-3.62276,-0.5378249
"LYSMD1",0.0213,0.0119,2.885217,-3.62374,0.578276
"DGAT1",0.0214,0.0119,-2.884519,-3.62508,-0.3316859
"GEMIN4",0.0216,0.012,2.879362,-3.63501,0.3066192
"TTC14",0.0216,0.012,-2.87879,-3.63611,-0.5052106
"CD96",0.0216,0.0121,-2.877253,-3.63907,-0.7488612
"SIRPB2",0.0216,0.0121,2.877215,-3.63914,1.0323556
"SLC22A4",0.0217,0.0121,2.87632,-3.64086,0.5507351
"WDR33",0.0217,0.0121,2.876272,-3.64096,0.5913384
"AK4",0.0217,0.0121,2.875585,-3.64228,0.4572637
"MDM4",0.0217,0.0121,2.875504,-3.64243,0.3616407
"LEF1",0.0217,0.0121,-2.875266,-3.64289,-1.1223364
"KDELR2",0.0217,0.0121,-2.875018,-3.64337,-0.7951058
"VASP",0.0217,0.0121,-2.874289,-3.64477,-0.7165227
"ZNF253",0.0218,0.0122,-2.873358,-3.64656,-0.538682
"FAM43A",0.0218,0.0122,-2.873343,-3.64659,-0.5730876
"IL6",0.0218,0.0122,2.872093,-3.64899,0.7561573
"CABIN1",0.0218,0.0122,-2.871847,-3.64947,-0.5419286
"RASGEF1A",0.0219,0.0122,-2.870223,-3.65259,-0.532826
"PORCN",0.0219,0.0123,2.868852,-3.65522,0.3224188
"ZNF770",0.0219,0.0123,-2.868735,-3.65545,-0.4518316
"CAMKV",0.022,0.0123,2.867889,-3.65708,0.4255342
"SPEN",0.022,0.0123,-2.866055,-3.6606,-0.3856451
"XLOC_008083",0.0221,0.0124,2.864473,-3.66364,0.3301048
"RFX5",0.0221,0.0124,-2.8644,-3.66378,-0.5054792
"KIF3B",0.0221,0.0124,-2.86351,-3.66549,-0.4205291
"XLOC_012574",0.0222,0.0125,-2.860304,-3.67165,-0.6147029
"CLPP",0.0223,0.0125,2.859485,-3.67322,0.4460185
"HPS4",0.0223,0.0125,-2.859275,-3.67363,-0.492366
"WDR5",0.0224,0.0125,-2.857177,-3.67766,-0.5900199
"CDK5RAP1",0.0224,0.0126,-2.856935,-3.67812,-0.5626431
"FUBP3",0.0224,0.0126,-2.856858,-3.67827,-0.3254666
"ISOC1",0.0224,0.0126,-2.85681,-3.67836,-0.3777914
"GBP2",0.0224,0.0126,-2.856415,-3.67912,-0.6231406
"IRF4",0.0224,0.0126,-2.856082,-3.67976,-0.6820746
"XLOC_001821",0.0224,0.0126,2.855363,-3.68114,0.346875
"ACAT1",0.0226,0.0127,-2.851985,-3.68762,-0.4826941
"TMEM190",0.0227,0.0128,2.848028,-3.69522,0.3497667
"APAF1",0.0227,0.0128,-2.847705,-3.69584,-0.5614571
"ADPGK",0.0228,0.0128,-2.846808,-3.69756,-0.4188702
"GCA",0.0228,0.0128,-2.846558,-3.69804,-0.7097285
"SORCS3",0.0228,0.0128,2.845919,-3.69926,0.439273
"FBXO6",0.0228,0.0128,-2.845571,-3.69993,-0.7885668
"ZNF529",0.0228,0.0128,-2.845405,-3.70025,-0.5932833
