"","adj.P.Val","P.Value","t","B","logFC"
"NDUFB11",0.000567,0.000131,-5.193524,0.88968,-1.0142279
"SRSF7",0.000568,0.000131,-5.192451,0.88766,-1.0947358
"SLC27A5",0.000569,0.000132,-5.190884,0.88472,-0.607442
"RASSF6",0.000571,0.000132,5.188848,0.8809,0.7166475
"PARP1",0.000573,0.000133,-5.186208,0.87593,-0.9411189
"SMTNL1",0.000573,0.000133,5.185726,0.87503,0.829479
"RBPJ",0.000574,0.000133,-5.184873,0.87343,-0.7337126
"PREX1",0.000574,0.000133,-5.184462,0.87265,-0.9006718
"SEC14L2",0.000574,0.000133,5.184258,0.87227,1.1153746
"RPL10",0.000576,0.000134,-5.182232,0.86846,-0.7199345
"PABPC1",0.000577,0.000134,-5.180726,0.86563,-0.6001118
"CIRBP",0.000577,0.000134,-5.179936,0.86415,-0.7784382
"SP100",0.000577,0.000134,-5.17973,0.86376,-0.7163097
"C3orf19",0.000577,0.000134,-5.179535,0.86339,-0.7244297
"FOXJ1",0.000578,0.000135,5.178927,0.86225,0.6431329
"STIM1",0.000581,0.000135,-5.176356,0.85742,-0.5518642
"C17orf51",0.000581,0.000135,5.175907,0.85657,0.6126083
"TMEM165",0.000581,0.000136,5.174789,0.85447,0.922299
"CHRAC1",0.000582,0.000136,-5.174055,0.85309,-0.7217126
"SEC13",0.000585,0.000137,5.170178,0.8458,0.7299514
"EEF1E1",0.000586,0.000137,-5.169441,0.84441,-0.9133788
"PAQR3",0.000586,0.000137,5.168835,0.84327,1.1743966
"C17orf81",0.000589,0.000138,-5.165437,0.83688,-0.9078163
"KRTAP10-2",0.000589,0.000138,5.165079,0.83621,0.6199136
"FAM131C",0.00059,0.000138,5.163574,0.83337,0.7039759
"CHPT1",0.00059,0.000138,5.163535,0.8333,0.8344983
"XLOC_007467",0.000591,0.000139,5.162782,0.83188,0.6449408
"KRAS",0.000591,0.000139,-5.16233,0.83103,-0.8600027
"TTBK2",0.000593,0.000139,-5.16027,0.82715,-0.786514
"AGAP2",0.000593,0.000139,-5.160141,0.82691,-0.5291111
"TMEM2",0.000593,0.000139,5.159802,0.82627,0.6113789
"LOC100653304",0.000593,0.000139,5.159652,0.82599,0.6156964
"C7orf71",0.000593,0.00014,5.159459,0.82563,1.0654909
"C20orf20",0.000594,0.00014,-5.157335,0.82163,-0.7587888
"CRCP",0.000597,0.000141,-5.154304,0.81592,-1.8210317
"XLOC_l2_010831",6e-04,0.000142,5.151108,0.8099,0.8913588
"ALOX15B",0.000603,0.000142,5.148028,0.8041,0.5863601
"LST1",0.000605,0.000143,-5.145814,0.79993,-1.0049217
"NANS",0.000606,0.000143,-5.144675,0.79779,-0.7887402
"HN1L",0.000607,0.000144,-5.143654,0.79586,-0.5876393
"NDUFB8",0.000608,0.000144,-5.142179,0.79308,-0.7992181
"ZNF275",0.000608,0.000144,-5.141968,0.79268,-0.7866541
"CLIC3",0.000608,0.000144,-5.141698,0.79218,-0.9592408
"OTOF",0.00061,0.000145,5.139603,0.78823,0.772828
"P39189",0.000611,0.000145,5.13831,0.78579,0.5882659
"REC8",0.000613,0.000146,-5.136653,0.78267,-1.072027
"NSUN2",0.000613,0.000146,-5.136486,0.78235,-1.1208166
"OSTC",0.000616,0.000146,-5.133417,0.77657,-0.8237892
"TERF1",0.000617,0.000147,-5.132451,0.77475,-1.0508923
"EPS8L1",0.000617,0.000147,5.131565,0.77308,0.5273389
"SLC10A7",0.000617,0.000147,-5.131543,0.77303,-0.6722645
"LOC284240",0.000618,0.000147,5.130656,0.77136,0.6185425
"MKRN9P",0.00062,0.000148,5.128507,0.76731,1.0119101
"CD63",0.00062,0.000148,-5.127837,0.76604,-0.6790131
"SLC9A9",0.000621,0.000148,-5.12734,0.76511,-0.9668513
"ZNF692",0.000621,0.000148,-5.127007,0.76448,-0.6388275
"SS18L2",0.000621,0.000148,-5.126276,0.7631,-1.3401795
"XLOC_006978",0.000625,0.000149,5.122878,0.75669,0.6370909
"CST5",0.000626,0.00015,-5.120574,0.75234,-0.864558
"PPP2R1A",0.000628,0.00015,-5.118815,0.74902,-0.6561224
"HNRNPA2B1",0.000628,0.000151,5.117844,0.74719,0.5145002
"VEGFB",0.00063,0.000151,-5.115891,0.7435,-1.1973117
"XLOC_007556",0.00063,0.000151,5.115687,0.74312,0.6362446
"ZNF155",0.000635,0.000152,-5.111785,0.73575,-0.8341661
"KLF12",0.000635,0.000153,5.11096,0.7342,1.1708307
"HPRT1",0.000636,0.000153,-5.110011,0.7324,-1.4814552
"KIAA0240",0.000638,0.000153,-5.10833,0.72923,-1.0776228
"RSRC2",0.00064,0.000154,-5.106089,0.725,-1.5894984
"ZNF24",0.00064,0.000154,5.106003,0.72484,0.5878263
"ANAPC5",0.000642,0.000155,-5.1038,0.72067,-0.6368609
"C1orf172",0.000642,0.000155,5.103587,0.72027,1.1348269
"NKX6-3",0.000642,0.000155,5.10301,0.71918,0.6950718
"XLOC_005094",0.000643,0.000155,5.101957,0.71719,0.6006999
"RCOR3",0.000643,0.000155,-5.10188,0.71705,-0.9647368
"HACL1",0.000643,0.000155,-5.101427,0.71619,-1.1077036
"TMED2",0.000643,0.000155,-5.101367,0.71608,-1.5350269
"FBXO25",0.000644,0.000156,-5.099387,0.71234,-2.1092907
"ARHGDIA",0.000645,0.000156,-5.09808,0.70987,-0.7128507
"RECQL",0.000645,0.000156,-5.098062,0.70983,-1.139778
"MATK",0.000647,0.000157,-5.096144,0.70621,-0.8126523
"LINC00260",0.000649,0.000157,5.094323,0.70277,1.3815559
"PBXIP1",0.000651,0.000158,-5.092021,0.69841,-0.966084
"ZC3H13",0.000653,0.000159,5.090456,0.69546,0.8799576
"IL12RB1",0.000653,0.000159,-5.090117,0.69482,-0.7724232
"TAS2R30",0.000654,0.000159,5.089493,0.69363,0.901788
"KIAA1731",0.000654,0.000159,-5.088758,0.69225,-0.7263227
"CTSC",0.000656,0.00016,-5.086449,0.68788,-0.6123919
"FAN1",0.000657,0.00016,5.085587,0.68625,0.7056877
"KCNQ2",0.000658,0.00016,5.084586,0.68436,0.7788011
"DEFB124",0.000658,0.00016,5.084562,0.68431,0.6253583
"CEACAM1",0.00066,0.000161,5.082395,0.68021,0.8039249
"TBL2",0.000661,0.000161,-5.081585,0.67868,-0.5959739
"FLII",0.000662,0.000162,-5.080078,0.67583,-0.6570457
"PLIN3",0.000668,0.000163,-5.074493,0.66526,-1.0032461
"FAM185A",0.00067,0.000164,5.072181,0.66089,0.8512724
"LBH",0.00067,0.000164,-5.071838,0.66024,-0.9542861
"NKD1",0.000671,0.000164,5.070887,0.65844,0.6412085
"POGZ",0.000674,0.000165,5.068068,0.6531,0.5622076
"OXR1",0.000674,0.000165,-5.067815,0.65262,-0.7744877
"ASB10",0.000676,0.000166,5.066386,0.64992,0.7373575
"PAPOLG",0.000676,0.000166,-5.065705,0.64863,-0.749673
"TBC1D17",0.000676,0.000166,-5.065186,0.64764,-0.5604056
"MDM2",0.000676,0.000166,-5.06502,0.64733,-0.9450039
"GSK3A",0.000677,0.000166,-5.064606,0.64655,-0.7770036
"NOL7",0.000677,0.000167,-5.064083,0.64556,-1.0204021
"MAP2K1",0.000677,0.000167,-5.063624,0.64469,-0.6298954
"RAP1GDS1",0.000677,0.000167,-5.063469,0.64439,-0.6772646
"HIST1H3A",0.000678,0.000167,-5.061674,0.64099,-1.1100423
"C10orf47",0.000679,0.000167,-5.061193,0.64008,-0.599867
"CHERP",0.000679,0.000168,-5.060874,0.63948,-0.5829105
"MOB1B",0.00068,0.000168,-5.058775,0.6355,-1.3371847
"ZNF331",0.00068,0.000168,5.058727,0.63541,0.5035182
"RFC1",0.00068,0.000168,-5.058705,0.63537,-0.8292844
"LENG1",0.000683,0.000169,-5.0561,0.63043,-0.6188495
"C16orf58",0.000685,0.00017,-5.054459,0.62733,-0.7746014
"NR3C1",0.000686,0.00017,-5.053215,0.62497,-1.5541725
"DTNA",0.000687,0.00017,5.0526,0.6238,0.7959866
"GSTM2",0.000689,0.000171,-5.051002,0.62078,-1.3120485
"SLC9B2",0.00069,0.000171,-5.049718,0.61834,-0.7026885
"C17orf75",0.000692,0.000172,-5.047542,0.61422,-0.66001
"GTF2F1",0.000694,0.000172,-5.045879,0.61106,-0.8050761
"CTNNB1",0.000694,0.000172,-5.045685,0.6107,-1.3139482
"PDPK1",0.000695,0.000173,-5.044528,0.6085,-0.7816895
"SLC5A11",0.000695,0.000173,5.044287,0.60805,0.5931875
"ERVFRD-2",0.000696,0.000173,5.043103,0.6058,0.6127053
"CMTM3",0.000702,0.000175,-5.037122,0.59446,-0.8217452
"FANCL",0.000705,0.000176,-5.034675,0.58982,-1.1075628
"NDUFA12",0.000705,0.000176,-5.034366,0.58923,-1.3826912
"ARHGAP39",0.000705,0.000176,5.034269,0.58905,0.498382
"BCAS4",0.000706,0.000176,-5.033789,0.58814,-0.8981305
"MOGS",0.000707,0.000177,-5.032262,0.58524,-0.5758408
"SRF",0.000708,0.000177,-5.031023,0.58289,-0.8403946
"SMARCAD1",0.000709,0.000177,-5.030136,0.58121,-1.0222808
"SSX4B",0.000712,0.000178,5.027665,0.57651,0.6572014
"HIST2H2BE",0.000712,0.000178,-5.027298,0.57582,-1.0347118
"FAM178B",0.000716,0.000179,5.024047,0.56965,0.8440428
"ARHGDIB",0.000717,0.00018,-5.022885,0.56744,-0.7801111
"MRPS35",0.000718,0.00018,-5.02141,0.56464,-1.6248799
"USP33",0.000719,0.000181,-5.020618,0.56314,-1.5718228
"UBE2J2",0.000719,0.000181,-5.019867,0.56171,-0.7501788
"NSL1",0.00072,0.000181,-5.018945,0.55996,-0.6700678
"HEATR5B",0.000721,0.000181,-5.018582,0.55927,-1.4249479
"ATP7A",0.000722,0.000182,-5.017618,0.55744,-0.6510229
"TBX2",0.000722,0.000182,5.017079,0.55642,0.5987968
"NUDCD3",0.000722,0.000182,5.017067,0.5564,0.8122051
"C17orf87",0.000723,0.000182,-5.015475,0.55337,-0.7059051
"C1orf186",0.000723,0.000182,5.015453,0.55333,0.6588131
"CLPTM1L",0.000723,0.000182,-5.015401,0.55323,-0.6445874
"PARK2",0.000723,0.000182,5.015386,0.5532,0.7741574
"SSC5D",0.000723,0.000182,5.015317,0.55307,0.7828872
"RGS19",0.000724,0.000182,-5.014904,0.55229,-1.1998726
"RBM14",0.000725,0.000183,5.013911,0.5504,1.2119963
"ITIH3",0.000727,0.000184,5.011655,0.54612,0.5754105
"CACNB2",0.000727,0.000184,5.011573,0.54596,1.1405363
"NBR1",0.000727,0.000184,5.010758,0.54441,1.0873221
"ELMO2",0.00073,0.000185,-5.008622,0.54035,-0.7216584
"VCPIP1",0.000731,0.000185,-5.006996,0.53726,-1.1994136
"OSBPL1A",0.000732,0.000185,-5.006657,0.53662,-0.625366
"CDK8",0.000739,0.000187,-5.000448,0.52482,-0.7174119
"CTSH",0.000741,0.000188,-4.998428,0.52098,-0.779694
"FGD5",0.000742,0.000188,4.99771,0.51961,0.5108818
"IRAK1",0.000742,0.000189,-4.997362,0.51895,-1.0681895
"FAM160B1",0.000742,0.000189,4.996505,0.51732,0.6921434
"POLR2F",0.000742,0.000189,-4.99649,0.51729,-1.1517977
"UQCRC1",0.000742,0.000189,-4.996488,0.51729,-0.5928722
"TAB1",0.000742,0.000189,-4.996122,0.51659,-0.7667233
"FAM24B",0.000742,0.000189,4.99612,0.51659,0.6022825
"MBOAT1",0.000745,0.00019,-4.993938,0.51244,-0.9037079
"XLOC_011131",0.000745,0.00019,4.993017,0.51069,0.5694569
"ERGIC3",0.000746,0.00019,-4.992821,0.51032,-0.9231956
"ATP5H",0.000746,0.00019,-4.992471,0.50965,-0.6676645
"ACBD6",0.000758,0.000194,-4.982111,0.48994,-0.7347854
"CHCHD7",0.00076,0.000195,-4.980747,0.48735,-1.3791273
"HCCS",0.00076,0.000195,-4.980273,0.48644,-0.7413069
"SRSF9",0.00076,0.000195,-4.979647,0.48525,-0.637689
"IQSEC2",0.000762,0.000196,4.97794,0.482,0.6754939
"FLJ46120",0.000763,0.000196,4.976979,0.48017,0.8731668
"LIPT1",0.000765,0.000197,-4.975236,0.47685,-0.8162952
"HIF3A",0.000765,0.000197,4.974467,0.47539,0.5812123
"NFYA",0.000766,0.000197,4.973516,0.47358,0.6687419
"CCDC107",0.000767,0.000197,-4.972865,0.47234,-0.9159139
"C7orf46",0.00077,0.000198,-4.970438,0.46772,-0.6029303
"XLOC_l2_005352",0.000773,0.000199,4.967529,0.46218,1.3083144
"AHCY",0.000775,2e-04,-4.96575,0.45879,-0.9471938
"SSNA1",0.000777,0.000201,-4.964166,0.45577,-0.7781569
"BBS5",0.000779,0.000201,4.962605,0.4528,0.5690143
"ADCK3",0.00078,0.000202,4.961016,0.44977,0.5636588
"SLC35E3",0.000782,0.000203,-4.95928,0.44646,-1.028387
"FBXO38",0.000782,0.000203,-4.959009,0.44595,-0.6267932
"POLR1E",0.000784,0.000203,-4.95745,0.44298,-1.1248503
"PDAP1",0.000784,0.000203,-4.957292,0.44267,-0.8933629
"MAFG",0.000787,0.000204,-4.95457,0.43749,-0.5086997
"PALB2",0.000787,0.000204,-4.954544,0.43744,-0.9237429
"DOCK9",0.000789,0.000205,4.953275,0.43502,0.7278093
"ATG4A",0.000789,0.000205,-4.953209,0.43489,-0.8299885
"C7orf30",0.000789,0.000205,-4.952634,0.43379,-0.5399746
"TEP1",0.000791,0.000205,-4.951468,0.43157,-0.5255281
"ATAD3B",0.000792,0.000206,-4.950459,0.42965,-0.5219448
"HLA-DQA2",0.000793,0.000206,-4.949816,0.42842,-1.7298406
"CLIP1",0.000793,0.000206,-4.949238,0.42732,-1.6265542
"GSK3B",0.000795,0.000207,-4.947821,0.42462,-0.7354017
"CYLD",0.000795,0.000207,-4.947133,0.42331,-1.3431464
"ZC3H7A",0.000796,0.000207,-4.946569,0.42223,-1.0451188
"MAN2A2",0.000796,0.000207,-4.946445,0.42199,-1.1039073
"TBL3",0.000802,0.000209,-4.941365,0.4123,-1.0359856
"DCAF6",0.000802,0.000209,4.941352,0.41228,0.6569566
"DNAJB6",0.000804,0.00021,-4.939637,0.40901,-1.4545747
"HNRNPH3",0.000804,0.00021,-4.939305,0.40838,-1.5573261
"SIN3B",0.000804,0.00021,-4.939255,0.40828,-0.9849002
"BOLA1",0.000804,0.00021,-4.938958,0.40771,-0.6977235
"PMM1",0.000805,0.000211,-4.938081,0.40604,-0.6433515
"HCLS1",0.000805,0.000211,-4.937697,0.40531,-0.7396519
"CATSPER3",0.000806,0.000211,4.937308,0.40456,0.6150048
"XLOC_014137",0.000806,0.000211,4.937217,0.40439,0.6851676
"ACYP1",0.000808,0.000212,-4.935267,0.40067,-1.2114436
"BCAS3",0.000809,0.000212,4.933931,0.39812,0.5968732
"BBS9",0.00081,0.000213,-4.933047,0.39643,-0.8360155
"CD2",0.000811,0.000213,-4.9325,0.39539,-0.9617757
"LYNX1",0.000812,0.000213,4.931474,0.39343,0.6862257
"FAM75C2",0.000812,0.000214,4.930899,0.39233,0.6302961
"MRPL18",0.000813,0.000214,-4.930171,0.39094,-0.728134
"CALM3",0.000816,0.000215,-4.927168,0.38521,-0.804256
"C21orf33",0.000817,0.000215,-4.9268,0.38451,-0.5470612
"AZIN1",0.000817,0.000215,-4.926209,0.38338,-1.687491
"CMKLR1",0.000822,0.000217,-4.922949,0.37716,-1.296335
"SNX3",0.000823,0.000217,4.921848,0.37505,0.5389603
"HSP90AB1",0.000824,0.000218,-4.921192,0.3738,-0.7134412
"SPSB2",0.000824,0.000218,-4.921118,0.37366,-0.7330284
"HMX3",0.000824,0.000218,4.920657,0.37278,0.6113858
"OR7G2",0.000825,0.000218,4.920136,0.37178,0.6012977
"IGLL1",0.000829,0.000219,4.917408,0.36657,0.6233153
"CPT2",0.000829,0.000219,-4.916979,0.36575,-0.512352
"RGPD6",0.000831,0.00022,-4.915134,0.36223,-0.8405027
"GABRB1",0.000833,0.00022,4.914088,0.36023,0.7968234
"MEF2D",0.000834,0.000221,-4.912752,0.35768,-0.702247
"C10orf67",0.000834,0.000221,4.912308,0.35683,0.6682225
"ATP5G2",0.000838,0.000222,-4.909746,0.35193,-0.9173399
"MYL12A",0.000839,0.000223,-4.908899,0.35031,-0.7862122
"GSTCD",0.000839,0.000223,-4.908706,0.34994,-0.6250781
"KHDRBS1",0.00084,0.000223,-4.908226,0.34903,-1.1472846
"AKNA",0.000841,0.000223,4.907438,0.34752,0.8515366
"TPRX1",0.000842,0.000224,4.906012,0.34479,0.6032076
"GPN1",0.000844,0.000225,-4.904141,0.34122,-0.8254611
"INTS6",0.000844,0.000225,4.90402,0.34099,0.7144828
"PKN1",0.000852,0.000227,-4.898564,0.33055,-0.909334
"FIZ1",0.000852,0.000227,4.8983,0.33005,0.7843734
"PMS2L2",0.000854,0.000228,4.896677,0.32695,0.8347245
"GPR107",0.000857,0.000229,-4.894706,0.32318,-0.8211998
"IMPDH1",0.000858,0.000229,-4.893397,0.32067,-0.7803
"LAP3",0.000858,0.000229,-4.893117,0.32014,-1.2156736
"HIST1H3G",0.000863,0.000231,-4.889236,0.31271,-0.78833
"ARHGEF9",0.000864,0.000231,-4.888617,0.31153,-0.9314913
"SMARCA1",0.000866,0.000232,4.886848,0.30814,0.6091126
"DPF1",0.000871,0.000234,4.882982,0.30074,0.5698852
"TTC32",0.000872,0.000234,-4.88233,0.29949,-0.9570267
"XLOC_005057",0.000872,0.000234,4.882084,0.29902,0.5834958
"MED10",0.000872,0.000234,-4.881708,0.2983,-0.8456048
"ENPP7",0.000875,0.000235,4.87987,0.29479,0.600231
"NHLRC4",0.000875,0.000235,4.879259,0.29362,0.5186732
"TXNL4A",0.000875,0.000235,-4.879139,0.29339,-0.8043828
"BARHL1",0.00088,0.000237,4.875508,0.28643,0.7393045
"NOP2",0.00088,0.000237,-4.875227,0.2859,-0.6450719
"ARFRP1",0.000881,0.000237,4.874523,0.28455,0.6390564
"ABI1",0.000883,0.000238,-4.872988,0.28161,-0.7183845
"ALDH1A1",0.000884,0.000239,-4.8719,0.27952,-1.1302795
"RGPD1",0.000885,0.000239,4.871435,0.27863,1.4312291
"FNTA",0.000887,0.00024,-4.869745,0.2754,-1.4175717
"LOC646498",0.00089,0.00024,4.86787,0.27181,0.812297
"MAP2K4",0.00089,0.000241,-4.867446,0.27099,-1.6585156
"TXNDC11",0.000892,0.000241,-4.866414,0.26902,-0.7300404
"GUSBP1",0.000893,0.000241,4.865627,0.26751,1.7188573
"TRMT5",0.000893,0.000242,-4.865132,0.26656,-0.8400331
"NDUFB9",0.000893,0.000242,-4.864902,0.26612,-0.7924164
"TLE4",0.000893,0.000242,-4.864582,0.2655,-1.1417519
"CXCL5",0.000893,0.000242,-4.864225,0.26482,-0.7969364
"WDR53",0.000894,0.000243,-4.863363,0.26317,-0.6444622
"LAMTOR2",0.000895,0.000243,-4.862603,0.26171,-0.6869277
"CALCA",0.000895,0.000243,4.862062,0.26068,0.5422694
"LDHA",0.000895,0.000243,-4.861952,0.26047,-0.5793028
"PPP2R1B",0.000902,0.000245,-4.857419,0.25178,-0.6851442
"LACTBL1",0.000902,0.000245,4.857003,0.25098,0.6413414
"LIN37",0.000904,0.000246,-4.855304,0.24772,-0.5525104
"NEO1",0.000908,0.000247,-4.852827,0.24297,-0.9129266
"RAB11FIP4",0.000909,0.000248,-4.85214,0.24166,-0.6617317
"LOC100506930",0.000914,0.000249,4.849438,0.23648,0.6858204
"TBRG1",0.000917,0.00025,-4.847244,0.23227,-0.8466578
"SEC63",0.000917,0.00025,-4.84699,0.23178,-1.4824172
"LOC100131129",0.000917,0.00025,4.846907,0.23162,0.4939689
"CSRP2BP",0.000919,0.000251,-4.844973,0.22791,-0.8900836
"YBX2",0.00092,0.000251,4.844107,0.22625,0.8118449
"TOMM22",0.00092,0.000252,-4.844026,0.2261,-0.9892405
"TIPARP",0.00092,0.000252,-4.843768,0.2256,-0.7132064
"SELT",0.00092,0.000252,-4.843517,0.22512,-1.0277701
"TIAM1",0.000921,0.000252,-4.842684,0.22352,-1.1415721
"SYT8",0.000921,0.000252,4.842569,0.2233,0.5213066
"TMEM177",0.000921,0.000252,4.842476,0.22312,1.120273
"MCMBP",0.000921,0.000252,-4.84223,0.22265,-1.4829559
"TWIST1",0.000922,0.000253,4.841682,0.2216,0.6654214
"FAM157A",0.000925,0.000254,4.839479,0.21737,1.3564997
"RPS2",0.000926,0.000254,-4.83925,0.21693,-0.639832
"COL4A3BP",0.000928,0.000255,-4.837686,0.21393,-0.7848255
"PRSS16",0.000928,0.000255,4.837084,0.21278,0.5219056
"UBXN7",0.000928,0.000255,-4.836953,0.21253,-0.5773895
"C2orf63",0.000929,0.000255,4.836706,0.21205,0.5350932
"BTBD11",0.000931,0.000256,-4.834917,0.20862,-1.0445453
"TAF13",0.000934,0.000257,-4.832471,0.20392,-1.2473033
"SRA1",0.000934,0.000257,-4.832469,0.20392,-0.6234937
"YARS",0.000936,0.000258,-4.830667,0.20046,-0.9239378
"XLOC_005452",0.000937,0.000258,4.830146,0.19946,0.5432929
"PTCD3",0.000937,0.000258,-4.829735,0.19867,-0.6981238
"SP1",0.00094,0.000259,-4.827847,0.19505,-0.8054528
"HLA-DMB",0.000941,0.00026,-4.826612,0.19268,-1.248889
"S100A4",0.000942,0.00026,-4.825742,0.19101,-0.8424337
"C19orf44",0.000948,0.000262,4.822126,0.18406,0.668799
"NGRN",0.00095,0.000263,-4.820923,0.18175,-1.1222333
"SAR1B",0.00095,0.000263,-4.820595,0.18112,-0.6131704
"LRRC14",0.000951,0.000263,-4.820126,0.18022,-0.9243391
"WNT2B",0.000953,0.000264,4.818226,0.17657,0.4837668
"MCTS1",0.000953,0.000264,-4.818162,0.17645,-0.9069636
"LIN54",0.000963,0.000267,-4.812524,0.16562,-0.7931466
"S100A1",0.000963,0.000267,-4.811966,0.16454,-0.9389594
"FASTKD1",0.000966,0.000268,-4.809838,0.16045,-0.9863785
"USP16",0.000967,0.000269,-4.809306,0.15943,-1.4029917
"DENND5A",0.000969,0.000269,-4.807824,0.15658,-1.0636883
"SLIT3",0.00097,0.00027,4.807101,0.15519,0.5027536
"CAPZA1",0.000972,0.00027,-4.805822,0.15273,-0.6636175
"ZNF564",0.000976,0.000272,-4.803091,0.14748,-0.7489079
"SAT1",0.000985,0.000274,-4.797863,0.13743,-1.0161162
"HHEX",0.000988,0.000276,-4.795342,0.13258,-0.8833642
"RAPGEF1",0.000992,0.000277,-4.793175,0.12841,-0.6958865
"SMOC1",0.000995,0.000278,4.791029,0.12429,0.6556498
"YWHAH",0.000996,0.000279,-4.790045,0.12239,-0.8287089
"SLBP",0.000998,0.000279,-4.789098,0.12057,-1.1394303
"GEMIN5",0.000998,0.000279,-4.788582,0.11958,-0.9076737
"CGGBP1",0.000999,0.00028,-4.787996,0.11845,-1.1241815
"ABCB7",0.001,0.000281,-4.785056,0.11279,-1.0024043
"ANP32C",0.001,0.000281,-4.784868,0.11243,-0.6767154
"FTO",0.00101,0.000282,-4.783187,0.1092,-0.7908032
"UNC13D",0.00101,0.000283,-4.782602,0.10807,-0.6580744
"AP2B1",0.00101,0.000283,-4.782588,0.10804,-0.6112616
"ERLEC1",0.00101,0.000283,-4.782495,0.10786,-1.2581708
"KIAA0913",0.00101,0.000283,-4.781165,0.1053,-0.5762592
"RBBP4",0.00101,0.000283,-4.781004,0.10499,-1.2292491
"KIAA1683",0.00101,0.000285,4.778644,0.10045,1.2642431
"ZNF148",0.00101,0.000285,-4.778163,0.09953,-0.5746292
"C12orf75",0.00101,0.000285,-4.777138,0.09755,-1.2235801
"RCC2",0.00102,0.000287,-4.774991,0.09342,-0.5660743
"UBTD1",0.00102,0.000289,-4.771418,0.08654,-0.9523118
"CCDC47",0.00102,0.000289,-4.771245,0.08621,-0.7162583
"PIK3C2A",0.00102,0.000289,-4.770879,0.0855,-1.1752803
"SMARCA5",0.00102,0.000289,-4.770704,0.08516,-1.3633447
"G3BP2",0.00102,0.000289,-4.770664,0.08509,-1.3624092
"RBP5",0.00102,0.000289,4.770459,0.08469,0.9520702
"PRO0471",0.00103,0.00029,4.768467,0.08086,0.6177785
"HLA-DRA",0.00103,0.00029,-4.768333,0.0806,-0.8849883
"CHD1",0.00103,0.00029,-4.768283,0.0805,-0.5090933
"TMEM41A",0.00103,0.000291,4.766241,0.07657,1.073583
"SCO1",0.00103,0.000292,-4.764356,0.07294,-0.9223928
"C1orf162",0.00104,0.000294,-4.761542,0.06751,-0.675907
"VCX2",0.00104,0.000294,4.761351,0.06715,0.5481369
"LXN",0.00104,0.000296,-4.757981,0.06065,-1.1344169
"WHAMM",0.00105,0.000297,-4.756408,0.05762,-1.49813
"CLIP4",0.00105,0.000298,-4.754791,0.0545,-0.7388966
"ZNF90",0.00105,0.000298,-4.753951,0.05289,-1.0671769
"PDIA6",0.00105,0.000299,-4.75285,0.05076,-1.0308878
"RBM19",0.00105,0.000299,4.752672,0.05042,0.7948114
"GTPBP5",0.00106,0.000301,-4.749581,0.04446,-0.6237634
"APEH",0.00106,0.000302,-4.746963,0.03941,-0.7575242
"SDHAF1",0.00106,0.000303,-4.745949,0.03746,-0.671339
"SMCR8",0.00106,0.000303,-4.745154,0.03592,-0.4750057
"PMS1",0.00106,0.000304,-4.744244,0.03417,-1.0764113
"CD300E",0.00106,0.000304,-4.743457,0.03265,-1.0770575
"PRPS2",0.00107,0.000305,-4.742536,0.03087,-0.8205595
"SGK1",0.00107,0.000305,-4.741471,0.02882,-1.2334246
"ARHGAP23",0.00107,0.000306,4.74123,0.02835,0.581798
"THOC6",0.00107,0.000306,-4.73975,0.0255,-0.8503477
"MTR",0.00107,0.000307,-4.739199,0.02444,-1.5494504
"FAM50A",0.00107,0.000307,-4.738947,0.02395,-1.1113879
"CSPG4",0.00107,0.000307,4.738651,0.02338,0.5821273
"SHPK",0.00107,0.000307,-4.73858,0.02324,-0.5119079
"SRR",0.00107,0.000308,-4.737737,0.02162,-0.7342105
"FAM195A",0.00107,0.000308,4.737187,0.02056,0.6279647
"ASXL2",0.00108,0.00031,-4.734275,0.01494,-0.495854
"CD48",0.00108,0.00031,-4.733272,0.013,-0.727481
"SIRT5",0.00108,0.000311,-4.731743,0.01005,-0.636141
"SUSD2",0.00109,0.000313,4.729121,0.00499,0.5145566
"XLOC_l2_011891",0.00109,0.000314,4.727357,0.00159,0.5461987
"MAP3K7",0.00109,0.000314,-4.727287,0.00145,-1.0780261
"PSMD5",0.00109,0.000316,-4.724127,-0.00465,-0.6092456
"ALOX15",0.00109,0.000316,-4.724092,-0.00472,-1.1970241
"DHRS3",0.0011,0.000317,-4.722022,-0.00871,-0.6672784
"HEATR2",0.0011,0.000317,-4.721894,-0.00896,-0.7924122
"CALML3",0.0011,0.000318,-4.719949,-0.01272,-0.7828573
"LOC100129826",0.0011,0.000318,4.719893,-0.01282,0.6035272
"C2orf49",0.0011,0.000319,-4.718321,-0.01586,-0.7979511
"PDE4D",0.0011,0.000319,-4.718317,-0.01587,-0.7863431
"PAPD4",0.00111,0.00032,-4.716432,-0.01951,-0.8734436
"NUDT22",0.00111,0.000321,-4.715125,-0.02203,-0.6938659
"ATG2A",0.00111,0.000323,-4.712165,-0.02775,-0.8929134
"HECTD2",0.00111,0.000323,4.711424,-0.02918,0.4637718
"NEXN",0.00112,0.000324,-4.71048,-0.03101,-1.406476
"LYSMD2",0.00112,0.000325,-4.708384,-0.03506,-1.3459173
"SLC2A6",0.00112,0.000326,4.707479,-0.0368,0.5495925
"IDE",0.00112,0.000327,-4.706003,-0.03966,-0.7484404
"LOC729424",0.00113,0.000328,4.704831,-0.04192,0.7449794
"PLEKHO2",0.00113,0.000328,-4.703794,-0.04393,-0.8770529
