"","adj.P.Val","P.Value","t","B","logFC"
"HS.563965",0.982,0.946,-0.0679675,-7.133338,-0.00182371
"HIST1H1E",0.982,0.946,-0.0678801,-7.133344,-0.00162466
"HS.580460",0.982,0.946,0.0678672,-7.133345,0.00164192
"HS.576681",0.982,0.946,0.0678543,-7.133346,0.00184917
"HS.122007",0.982,0.946,0.0678463,-7.133346,0.00183879
"SLC6A10P",0.982,0.946,-0.0678244,-7.133348,-0.00374919
"COX10",0.982,0.946,0.0678149,-7.133348,0.00353041
"ZNF749",0.982,0.946,0.067745,-7.133353,0.00269401
"UBXN10",0.982,0.946,-0.0677158,-7.133355,-0.00219017
"LOC653362",0.982,0.946,-0.0676706,-7.133358,-0.00177183
"HS.146882",0.982,0.946,-0.0676431,-7.13336,-0.00174374
"ANO9",0.983,0.946,0.0675243,-7.133368,0.00113908
"HS.570303",0.983,0.946,-0.0675005,-7.13337,-0.00133111
"HS.582349",0.983,0.946,-0.0674864,-7.133371,-0.00164817
"HS.575322",0.983,0.946,0.0674426,-7.133374,0.00156928
"LOC642360",0.983,0.946,0.0674298,-7.133374,0.00155799
"HS.578774",0.983,0.946,-0.0673675,-7.133379,-0.00177525
"HS.584582",0.983,0.946,-0.0673541,-7.13338,-0.0017738
"LOC648623",0.983,0.946,0.0672908,-7.133384,0.00173691
"HS.517459",0.983,0.946,-0.0672638,-7.133386,-0.00169753
"HS.446328",0.983,0.946,0.0672478,-7.133387,0.00177675
"ACCN1",0.983,0.946,-0.0672311,-7.133388,-0.00125724
"LOC642490",0.983,0.947,-0.0672117,-7.133389,-0.00172875
"LOC404266",0.983,0.947,-0.0671073,-7.133396,-0.00175719
"HS.131611",0.983,0.947,-0.0669715,-7.133405,-0.0017233
"HS.528005",0.983,0.947,-0.0667612,-7.133419,-0.00166098
"HS.537521",0.983,0.947,0.0667569,-7.13342,0.0018866
"HS.123471",0.983,0.947,-0.0667468,-7.13342,-0.00172246
"C17ORF64",0.983,0.947,0.0667071,-7.133423,0.00199773
"HS.179715",0.983,0.947,-0.0667004,-7.133423,-0.0014439
"DLX4",0.983,0.947,0.0665666,-7.133432,0.00117816
"HS.398148",0.983,0.947,-0.0664051,-7.133443,-0.00162796
"ZNF8",0.983,0.947,-0.0663783,-7.133445,-0.00244476
"GALNT6",0.983,0.947,-0.0662748,-7.133452,-0.00212097
"HS.570915",0.983,0.947,0.0660827,-7.133464,0.00140668
"HS.538652",0.983,0.947,-0.0660323,-7.133468,-0.00169834
"HS.205745",0.983,0.947,0.0660249,-7.133468,0.00178564
"SPTY2D1",0.983,0.947,-0.0660058,-7.133469,-0.00224626
"HS.331265",0.983,0.948,-0.0659217,-7.133475,-0.00141612
"AKR1CL1",0.983,0.948,-0.0658644,-7.133479,-0.0019979
"HS.580581",0.983,0.948,0.0658488,-7.13348,0.00191104
"HS.583081",0.983,0.948,-0.0656178,-7.133495,-0.00192351
"HS.563750",0.983,0.948,-0.0654568,-7.133506,-0.00163098
"HS.551459",0.983,0.948,0.0654389,-7.133507,0.00169742
"HS.574945",0.983,0.948,0.065403,-7.133509,0.00160172
"BNIP1",0.983,0.948,-0.0653971,-7.13351,-0.00193804
"OR4A47",0.983,0.948,-0.0653114,-7.133515,-0.00167664
"HS.188403",0.983,0.948,0.0653065,-7.133515,0.00187003
"RNF166",0.983,0.948,-0.0652638,-7.133518,-0.00212431
"HS.560810",0.983,0.948,-0.0652444,-7.133519,-0.00134559
"LOC651713",0.983,0.948,-0.0652418,-7.13352,-0.00127747
"HS.581933",0.983,0.948,0.0651443,-7.133526,0.0015906
"PCDHGA10",0.983,0.948,0.065083,-7.13353,0.00157048
"HLA-DPB2",0.983,0.948,-0.0650796,-7.13353,-0.00127735
"LOC126767",0.983,0.948,-0.065031,-7.133533,-0.00149808
"C10ORF62",0.983,0.948,-0.0649373,-7.133539,-0.0018106
"LOC652094",0.983,0.948,-0.0649227,-7.13354,-0.00173238
"CCDC153",0.983,0.948,-0.0649183,-7.133541,-0.00115119
"ATP6V1C1",0.983,0.948,0.0649011,-7.133542,0.00175938
"MYLC2PL",0.983,0.948,-0.0648971,-7.133542,-0.00151483
"FLJ44861",0.983,0.948,-0.0648704,-7.133544,-0.00164215
"HS.197593",0.984,0.948,-0.0647217,-7.133553,-0.00138218
"HS.553451",0.984,0.949,0.0646828,-7.133556,0.00171488
"SP7",0.984,0.949,0.0646563,-7.133558,0.00159248
"HS.360349",0.984,0.949,-0.0646395,-7.133559,-0.00190853
"HS.339423",0.984,0.949,-0.064526,-7.133566,-0.0015016
"HS.444193",0.984,0.949,0.0642324,-7.133585,0.0017161
"PLA2G3",0.984,0.949,-0.0640379,-7.133598,-0.00163563
"LOC731985",0.984,0.949,-0.0639996,-7.1336,-0.00361195
"UNG2",0.984,0.949,0.0639834,-7.133601,0.00161018
"HS.539446",0.984,0.949,-0.0639552,-7.133603,-0.00140201
"LOC727773",0.984,0.949,0.0639535,-7.133603,0.00104958
"HS.254399",0.984,0.949,0.0639186,-7.133605,0.00147068
"FOXR2",0.984,0.949,0.0639057,-7.133606,0.00147671
"HS.540709",0.984,0.949,-0.0638641,-7.133609,-0.00190694
"NPR1",0.984,0.949,0.063846,-7.13361,0.00290147
"LOC730746",0.984,0.949,-0.0638337,-7.133611,-0.00546794
"RIBC2",0.984,0.949,0.0637792,-7.133614,0.00155897
"HS.148271",0.984,0.949,-0.0637195,-7.133618,-0.00159222
"HS.573136",0.984,0.949,-0.0636723,-7.133621,-0.00148702
"FLJ20297",0.984,0.949,-0.0636564,-7.133622,-0.00172433
"HS.543573",0.984,0.949,-0.0636467,-7.133623,-0.00143143
"HS.547260",0.984,0.949,-0.0635856,-7.133626,-0.00195446
"SMYD5",0.984,0.949,0.0635773,-7.133627,0.00168612
"CPA5",0.984,0.949,0.0635595,-7.133628,0.00174278
"HS.582720",0.984,0.949,-0.0635147,-7.133631,-0.00154843
"HS.402285",0.984,0.949,0.063454,-7.133635,0.00139342
"HS.149099",0.984,0.95,-0.0633064,-7.133644,-0.00170029
"HS.494049",0.984,0.95,-0.0632763,-7.133646,-0.00160687
"HS.561205",0.984,0.95,0.0632309,-7.133649,0.00145638
"HS.187290",0.984,0.95,-0.0631859,-7.133652,-0.00151595
"HS.54773",0.984,0.95,0.0631716,-7.133653,0.00151479
"HS.541921",0.984,0.95,0.0631481,-7.133654,0.00162595
"RASSF3",0.984,0.95,-0.0630592,-7.13366,-0.0021237
"LOC643792",0.984,0.95,0.0630366,-7.133661,0.00169529
"HS.292037",0.984,0.95,-0.0629788,-7.133665,-0.00134127
"SMARCA1",0.984,0.95,-0.0629636,-7.133666,-0.00304663
"HS.575830",0.984,0.95,-0.0629422,-7.133667,-0.00190121
"SLC25A2",0.984,0.95,-0.0629418,-7.133667,-0.00159099
"HIST1H2AA",0.984,0.95,0.0628871,-7.133671,0.00129561
"HS.540915",0.984,0.95,0.0627572,-7.133679,0.00197845
"HS.537809",0.984,0.95,-0.0627418,-7.13368,-0.00169201
"LOC651758",0.984,0.95,0.0627325,-7.13368,0.00160214
"KRTAP19-5",0.984,0.95,-0.0627126,-7.133682,-0.00229792
"HS.565029",0.984,0.95,-0.0626997,-7.133682,-0.00274779
"MRPS18C",0.984,0.95,0.0625739,-7.13369,0.00336238
"CAPN9",0.984,0.95,0.0625077,-7.133694,0.00119694
"LOC646879",0.984,0.95,0.0624744,-7.133696,0.00154294
"HS.584546",0.984,0.95,-0.0624641,-7.133697,-0.00154698
"HS.542310",0.984,0.95,-0.062405,-7.133701,-0.00166473
"HS.544205",0.984,0.95,-0.0621932,-7.133714,-0.00154475
"HS.539280",0.984,0.95,-0.0621918,-7.133714,-0.00150062
"LOC730684",0.984,0.951,0.0621472,-7.133717,0.00125691
"LOC646106",0.984,0.951,-0.0620999,-7.13372,-0.00153181
"DSG1",0.984,0.951,0.0620845,-7.133721,0.00203526
"RB1",0.984,0.951,0.0620277,-7.133724,0.00271254
"GFRA4",0.984,0.951,-0.0619955,-7.133726,-0.00142275
"ASCL4",0.984,0.951,-0.0619915,-7.133727,-0.00185228
"KRT5",0.984,0.951,-0.0618284,-7.133737,-0.00144408
"HS.566320",0.984,0.951,-0.0617833,-7.133739,-0.00124799
"HS.437415",0.984,0.951,0.0617,-7.133745,0.00144493
"HS.570775",0.984,0.951,-0.0616526,-7.133748,-0.0015379
"LOC651659",0.984,0.951,0.061644,-7.133748,0.0015986
"LOC389174",0.984,0.951,0.0616397,-7.133748,0.00168091
"ZNF92",0.984,0.951,0.0616288,-7.133749,0.00103456
"GUCY2C",0.984,0.951,-0.0615848,-7.133752,-0.00166273
"FGA",0.984,0.951,0.0615464,-7.133754,0.0014737
"HS.549398",0.984,0.951,-0.0614873,-7.133758,-0.00157716
"HS.130364",0.984,0.951,0.0614087,-7.133763,0.00163164
"HS.582999",0.984,0.951,0.0613126,-7.133768,0.00143667
"HS.145597",0.984,0.951,-0.0612624,-7.133771,-0.00143331
"HS.197435",0.984,0.951,-0.0612518,-7.133772,-0.00148381
"ZBTB39",0.985,0.951,0.0611854,-7.133776,0.00143394
"SAMD3",0.985,0.951,0.0609872,-7.133788,0.00086167
"UMODL1",0.985,0.952,0.060927,-7.133792,0.00098006
"SMPD2",0.985,0.952,-0.0609251,-7.133792,-0.00195706
"LOC390880",0.985,0.952,-0.0608681,-7.133796,-0.00147361
"HS.422588",0.985,0.952,0.0608078,-7.133799,0.00181257
"LOC731823",0.985,0.952,-0.0608032,-7.1338,-0.00125331
"LOC649970",0.985,0.952,-0.0607516,-7.133803,-0.00152895
"LOC647760",0.985,0.952,0.0606804,-7.133807,0.0014559
"HS.584305",0.985,0.952,-0.0606525,-7.133809,-0.00129828
"LOC441377",0.985,0.952,-0.0606399,-7.133809,-0.0070237
"FLJ34690",0.985,0.952,0.0605857,-7.133813,0.0016385
"SPRR2F",0.985,0.952,-0.0603381,-7.133828,-0.00176618
"SRMS",0.985,0.952,-0.0603221,-7.133829,-0.00134145
"SFRS11",0.985,0.952,0.0602598,-7.133832,0.0054861
"LOC647527",0.985,0.952,-0.0602427,-7.133833,-0.00218915
"HS.278145",0.985,0.952,0.060102,-7.133842,0.00173169
"FMO5",0.985,0.952,-0.0600635,-7.133844,-0.00155425
"HS.286666",0.985,0.952,0.0600329,-7.133846,0.00146451
"HS.541851",0.985,0.952,-0.059996,-7.133848,-0.00131257
"HRASLS5",0.985,0.952,-0.059819,-7.133859,-0.00134097
"HS.557456",0.985,0.952,-0.0597517,-7.133863,-0.00157566
"LOC651410",0.985,0.952,0.0597117,-7.133865,0.00154353
"HS.540289",0.985,0.952,0.0597093,-7.133865,0.00202907
"NKX6-1",0.985,0.953,0.0595736,-7.133874,0.00218916
"HS.543183",0.985,0.953,-0.0595483,-7.133875,-0.00134524
"KIF18A",0.985,0.953,0.0595319,-7.133876,0.0011943
"LOC643369",0.985,0.953,0.0595314,-7.133876,0.00129197
"LOC642646",0.985,0.953,0.059529,-7.133876,0.00160515
"ALOX15",0.985,0.953,-0.0595161,-7.133877,-0.00085713
"LOC392447",0.985,0.953,-0.059507,-7.133878,-0.00127177
"MGC33948",0.985,0.953,0.0595053,-7.133878,0.00180332
"FBS1",0.985,0.953,-0.0594729,-7.13388,-0.00177548
"HS.582691",0.985,0.953,-0.0594371,-7.133882,-0.00151582
"C17ORF46",0.985,0.953,0.0594234,-7.133883,0.00148892
"MS4A15",0.985,0.953,-0.0594012,-7.133884,-0.00178813
"SACS",0.985,0.953,-0.0593046,-7.13389,-0.0047889
"LOC652769",0.985,0.953,-0.0592904,-7.13389,-0.00164916
"HS.565150",0.985,0.953,-0.059253,-7.133893,-0.00137954
"HS.578998",0.985,0.953,0.0591771,-7.133897,0.00147568
"SH3RF3",0.985,0.953,0.0591725,-7.133897,0.00281358
"LOC646444",0.985,0.953,0.0588668,-7.133915,0.00209138
"TMEM160",0.985,0.953,0.0587911,-7.13392,0.00279243
"LOC727811",0.985,0.953,0.0587854,-7.13392,0.00134598
"TOP1",0.985,0.953,0.0587511,-7.133922,0.00141113
"TPD52L3",0.985,0.953,-0.0586281,-7.133929,-0.00098158
"HS.576768",0.985,0.953,0.0586273,-7.13393,0.00222883
"LOC285307",0.985,0.953,-0.0586268,-7.13393,-0.00147958
"HS.576626",0.985,0.953,0.0585967,-7.133931,0.00162412
"HS.147484",0.985,0.953,-0.0585702,-7.133933,-0.00146047
"ADRB3",0.985,0.953,0.0584685,-7.133939,0.00154118
"ZNF773",0.985,0.953,-0.058429,-7.133941,-0.00217597
"SNHG4",0.985,0.953,-0.0584284,-7.133941,-0.00149563
"SARDH",0.985,0.953,-0.0584135,-7.133942,-0.00141981
"CRK",0.985,0.954,-0.0584055,-7.133943,-0.00291205
"LOC652175",0.985,0.954,-0.0583976,-7.133943,-0.00224161
"TMEM222",0.985,0.954,0.058315,-7.133948,0.00212721
"HS.321078",0.985,0.954,-0.0583032,-7.133948,-0.00153592
"HS.581603",0.985,0.954,0.0582917,-7.133949,0.0012659
"ZNF101",0.985,0.954,0.0582807,-7.13395,0.00148376
"MATN3",0.985,0.954,-0.0582706,-7.13395,-0.00170806
"HS.582502",0.985,0.954,-0.0582473,-7.133952,-0.00166143
"LOC643454",0.985,0.954,0.0582083,-7.133954,0.00166855
"HS.538107",0.985,0.954,-0.058127,-7.133959,-0.00153631
"HS.130639",0.985,0.954,-0.0580865,-7.133961,-0.0013327
"YPEL4",0.985,0.954,-0.0580543,-7.133963,-0.0016382
"HS.546978",0.985,0.954,-0.0580385,-7.133964,-0.00135164
"HS.580929",0.985,0.954,0.0580311,-7.133964,0.001383
"WFDC6",0.985,0.954,0.0579746,-7.133968,0.00153554
"TTL",0.985,0.954,0.0579566,-7.133969,0.00328035
"LOC646361",0.985,0.954,-0.057951,-7.133969,-0.0014818
"HS.439390",0.985,0.954,0.0578711,-7.133974,0.00127489
"HS.582949",0.985,0.954,-0.0578633,-7.133974,-0.00152028
"LOC645679",0.985,0.954,-0.0578229,-7.133976,-0.00133239
"HS.562612",0.985,0.954,-0.0577038,-7.133983,-0.00134473
"FUT5",0.985,0.954,-0.0576571,-7.133986,-0.00154945
"HS.522673",0.985,0.954,-0.0576566,-7.133986,-0.0011925
"C12ORF11",0.985,0.954,-0.0576189,-7.133988,-0.00178306
"HS.571243",0.985,0.954,-0.0575767,-7.133991,-0.00144077
"HS.544234",0.985,0.954,0.0575646,-7.133991,0.00138098
"HS.543358",0.985,0.954,-0.057532,-7.133993,-0.00174946
"RPL23AP13",0.985,0.954,0.0575123,-7.133994,0.00321026
"HS.564626",0.985,0.954,-0.0575028,-7.133995,-0.00140539
"STAP2",0.985,0.954,-0.0574919,-7.133995,-0.00091565
"HS.584342",0.985,0.954,-0.057479,-7.133996,-0.00154249
"HS.128011",0.985,0.954,0.0574502,-7.133998,0.00152476
"SEC22B",0.985,0.954,-0.0574258,-7.133999,-0.00230454
"HS.573816",0.985,0.954,-0.0572959,-7.134007,-0.00145922
"LOC648955",0.985,0.954,-0.0572416,-7.13401,-0.00146103
"HS.581617",0.985,0.954,0.0572395,-7.13401,0.00167082
"LOC729754",0.985,0.955,0.0570832,-7.134019,0.00156849
"HS.563889",0.985,0.955,0.0570698,-7.13402,0.00135235
"HS.250340",0.985,0.955,-0.0570424,-7.134021,-0.00155977
"HS.582102",0.985,0.955,-0.0570133,-7.134023,-0.00134943
"LOC642213",0.985,0.955,-0.0569374,-7.134027,-0.00138076
"CHERP",0.986,0.955,0.0568455,-7.134032,0.00170119
"LOC646630",0.986,0.955,0.0567273,-7.134039,0.00358869
"COX7B2",0.986,0.955,0.0566936,-7.134041,0.00158939
"LOC136157",0.986,0.955,0.056689,-7.134041,0.00088057
"PRO1768",0.986,0.955,-0.0565403,-7.13405,-0.00147697
"HS.537533",0.986,0.955,0.0564394,-7.134055,0.00122181
"TBC1D10B",0.986,0.955,0.0563242,-7.134062,0.00194828
"FOXB1",0.986,0.955,-0.0562742,-7.134065,-0.00105467
"LOC644719",0.986,0.955,-0.0562619,-7.134065,-0.00154441
"CKAP2L",0.986,0.955,-0.0562031,-7.134069,-0.001481
"CCDC42",0.986,0.955,0.0561853,-7.13407,0.00173274
"HS.583825",0.986,0.955,0.0561734,-7.13407,0.0019956
"HS.506139",0.986,0.955,-0.0561507,-7.134072,-0.00129987
"LOC441488",0.986,0.955,0.0561269,-7.134073,0.0013127
"HS.544782",0.986,0.955,-0.0561031,-7.134074,-0.00142427
"HS.554504",0.986,0.955,0.0560982,-7.134075,0.00173943
"LOC648680",0.986,0.955,0.0560757,-7.134076,0.00149273
"HS.546150",0.986,0.955,0.0559918,-7.134081,0.00142161
"LOC389634",0.986,0.955,0.0559889,-7.134081,0.00130587
"LOC653935",0.986,0.956,-0.0556933,-7.134097,-0.00135275
"MYOG",0.986,0.956,0.0556861,-7.134098,0.00193159
"HS.580513",0.986,0.956,0.0556657,-7.134099,0.00142819
"FLJ46156",0.986,0.956,-0.0555195,-7.134107,-0.00143645
"HS.254767",0.986,0.956,-0.0555049,-7.134108,-0.00145547
"HS.97740",0.986,0.956,-0.0554992,-7.134108,-0.00140565
"HS.539250",0.986,0.956,-0.05549,-7.134109,-0.00135787
"STAC2",0.986,0.956,0.0554573,-7.13411,0.00150782
"SMA3",0.986,0.956,-0.0554328,-7.134112,-0.00140681
"FLCN",0.986,0.956,-0.0554309,-7.134112,-0.00111618
"ZP2",0.986,0.956,0.0553835,-7.134115,0.00148428
"LCE2D",0.986,0.956,-0.0552831,-7.13412,-0.00135212
"PARP1",0.986,0.956,0.0552149,-7.134124,0.00269668
"FLJ20184",0.986,0.956,-0.0552005,-7.134125,-0.00194556
"MARS",0.986,0.956,0.0551866,-7.134125,0.00256908
"HS.127999",0.986,0.956,0.055184,-7.134126,0.00154514
"TTTY10",0.986,0.956,-0.055134,-7.134128,-0.00224086
"HS.551272",0.986,0.956,-0.0551185,-7.134129,-0.00155116
"HS.123538",0.986,0.956,0.054944,-7.134139,0.00129871
"REG4",0.986,0.956,0.0548458,-7.134144,0.00177065
"HS.571950",0.986,0.956,-0.054807,-7.134146,-0.00141287
"HS.564407",0.986,0.956,-0.0547701,-7.134148,-0.00130245
"HS.106234",0.986,0.956,0.0547427,-7.13415,0.00194597
"HS.12565",0.986,0.956,-0.0547256,-7.134151,-0.00139305
"HS.544564",0.986,0.957,0.0546118,-7.134157,0.00133997
"TPSD1",0.986,0.957,0.0545841,-7.134159,0.0014019
"HS.582055",0.986,0.957,0.0545668,-7.134159,0.0017917
"HS.65964",0.986,0.957,0.0545244,-7.134162,0.00133152
"LOC648615",0.986,0.957,0.0544621,-7.134165,0.00135959
"HS.562114",0.986,0.957,0.0544157,-7.134168,0.00153007
"LOC440145",0.986,0.957,-0.0543472,-7.134171,-0.00172235
"HS.562555",0.986,0.957,-0.0543008,-7.134174,-0.00172463
"FLJ44450",0.986,0.957,0.0542637,-7.134176,0.00144592
"HS.573310",0.986,0.957,0.0542486,-7.134177,0.00181901
"HS.541035",0.986,0.957,0.0542449,-7.134177,0.00142085
"HS.573797",0.986,0.957,0.0541747,-7.134181,0.00128484
"CASP8",0.986,0.957,-0.0540781,-7.134186,-0.00106999
"LOC440261",0.986,0.957,0.0540326,-7.134188,0.00081743
"HS.546132",0.986,0.957,0.0540104,-7.13419,0.00124063
"HS.524137",0.986,0.957,-0.0540047,-7.13419,-0.00168622
"HS.132563",0.986,0.957,0.0538837,-7.134197,0.0011886
"HS.584118",0.986,0.957,0.0538468,-7.134199,0.00140705
"LOC647534",0.986,0.957,0.0537375,-7.134204,0.00150867
"HS.578610",0.986,0.957,-0.053725,-7.134205,-0.00149446
"CCAR1",0.986,0.957,-0.0536933,-7.134207,-0.00269895
"HS.491333",0.986,0.957,0.0536422,-7.13421,0.00131162
"HS.65926",0.986,0.957,0.0536278,-7.13421,0.00133177
"LOC643747",0.986,0.957,0.0535967,-7.134212,0.00120251
"FERD3L",0.986,0.957,-0.0535287,-7.134216,-0.00143902
"SLFN12",0.987,0.958,0.0532709,-7.134229,0.00161262
"HS.334107",0.987,0.958,0.0532653,-7.13423,0.00136536
"HS.545851",0.987,0.958,0.053203,-7.134233,0.00174139
"HS.552549",0.987,0.958,-0.0531735,-7.134235,-0.00152455
"HS.543281",0.987,0.958,0.0531116,-7.134238,0.00138838
"LOC653060",0.987,0.958,-0.0530851,-7.134239,-0.00151795
"HARBI1",0.987,0.958,0.0529821,-7.134245,0.00125163
"LOC651694",0.987,0.958,-0.0529714,-7.134245,-0.00134242
"HS.540556",0.987,0.958,-0.052942,-7.134247,-0.00104867
"HS.337262",0.987,0.958,0.0529398,-7.134247,0.0013109
"FLJ12331",0.987,0.958,-0.0527625,-7.134256,-0.00142867
"HS.540526",0.987,0.958,-0.0527031,-7.134259,-0.00123578
"TSC22D2",0.987,0.958,0.0526897,-7.13426,0.00379066
"OR3A1",0.987,0.958,-0.0526689,-7.134261,-0.00148218
"GDF2",0.987,0.958,-0.0526093,-7.134264,-0.00129513
"HS.577925",0.987,0.958,0.0525345,-7.134268,0.00131445
"HS.158786",0.987,0.958,0.052488,-7.134271,0.00123079
"HS.533562",0.987,0.958,-0.0524783,-7.134271,-0.00120739
"HS.517041",0.987,0.958,0.0524118,-7.134275,0.00138768
"HS.342412",0.987,0.958,0.0524107,-7.134275,0.001467
"CASS4",0.987,0.959,-0.0518681,-7.134303,-0.00122112
"HS.437452",0.987,0.959,0.0517868,-7.134307,0.00157331
"HS.579259",0.987,0.959,-0.0517652,-7.134308,-0.00131835
"HS.578778",0.987,0.959,0.0516777,-7.134313,0.0012148
"C12ORF64",0.987,0.959,-0.0516528,-7.134314,-0.00073862
"UGT8",0.987,0.959,0.0516383,-7.134315,0.00091384
"HS.570158",0.987,0.959,0.0516286,-7.134316,0.00116535
"HS.564803",0.987,0.959,-0.0516006,-7.134317,-0.0011952
"LOC652740",0.987,0.959,0.0515981,-7.134317,0.00129721
"HS.565025",0.987,0.959,0.0515139,-7.134321,0.00142995
"HS.334382",0.987,0.959,-0.0514511,-7.134325,-0.00133088
"PRAMEF1",0.987,0.959,-0.0514481,-7.134325,-0.00082173
"LOC339782",0.987,0.959,-0.0514252,-7.134326,-0.0015055
"GNAL",0.987,0.959,-0.0513841,-7.134328,-0.00076533
"HS.149078",0.987,0.959,0.051367,-7.134329,0.0012796
"HS.544372",0.987,0.959,-0.0513583,-7.134329,-0.00176748
"HS.562456",0.987,0.959,0.0511022,-7.134343,0.00126292
"LOC645941",0.987,0.959,0.0510141,-7.134347,0.00121206
"LOC651118",0.987,0.959,0.0509962,-7.134348,0.00128692
"TXK",0.987,0.959,0.0509574,-7.13435,0.00125731
"ECAT8",0.988,0.96,0.0508356,-7.134356,0.0021656
"LOC642188",0.988,0.96,-0.0508353,-7.134356,-0.00122664
"PCDHB16",0.988,0.96,-0.0508206,-7.134357,-0.00149311
"HS.571672",0.988,0.96,0.0507944,-7.134358,0.00121017
"PNLIPRP2",0.988,0.96,0.0507544,-7.13436,0.00126135
"HS.560732",0.988,0.96,-0.0507047,-7.134363,-0.00186227
"ELAVL3",0.988,0.96,-0.0506905,-7.134364,-0.00104698
"RXRB",0.988,0.96,0.0506255,-7.134367,0.00334475
"OR5T2",0.988,0.96,0.0506194,-7.134367,0.00092706
"HS.545716",0.988,0.96,-0.050437,-7.134376,-0.00127226
"LOC650767",0.988,0.96,-0.0504202,-7.134377,-0.00130082
"HS.539779",0.988,0.96,-0.0501758,-7.13439,-0.00144206
"HS.575097",0.988,0.96,-0.0501704,-7.13439,-0.00172714
"HS.566074",0.988,0.96,-0.0501254,-7.134392,-0.00126578
"ITIH1",0.988,0.96,0.0500838,-7.134394,0.00191662
"HS.524113",0.988,0.96,0.0498965,-7.134404,0.00112781
"LOC644087",0.988,0.96,-0.0498498,-7.134406,-0.00113514
"HS.583145",0.988,0.96,-0.0498486,-7.134406,-0.00144054
"HS.564050",0.988,0.96,0.0497882,-7.134409,0.00119295
"HS.541425",0.988,0.96,0.0497851,-7.134409,0.00139043
"HS.545839",0.988,0.96,-0.0497786,-7.134409,-0.00098649
"HS.571039",0.988,0.96,0.0497079,-7.134413,0.00123232
"TUBAL3",0.988,0.96,-0.0496958,-7.134414,-0.00175854
"HS.578142",0.988,0.96,-0.0496811,-7.134414,-0.00133585
"CIT",0.988,0.96,0.049618,-7.134417,0.00154848
"HS.445391",0.988,0.961,-0.0495805,-7.134419,-0.0013197
"HS.23789",0.988,0.961,-0.0495779,-7.134419,-0.00137929
"HS.574104",0.988,0.961,0.0495402,-7.134421,0.00137399
"HS.544509",0.988,0.961,-0.0494983,-7.134423,-0.00120104
"COX8C",0.988,0.961,-0.0494516,-7.134426,-0.00125987
"UBXN6",0.988,0.961,0.0494311,-7.134427,0.00265088
"HS.560471",0.988,0.961,-0.0494215,-7.134427,-0.00107896
"CASP10",0.988,0.961,0.0493422,-7.134431,0.00098682
"HS.581114",0.988,0.961,0.0493373,-7.134431,0.00115452
"LOC650243",0.988,0.961,0.049314,-7.134432,0.00120763
"LOC644331",0.988,0.961,0.0492306,-7.134437,0.00111437
"HS.581691",0.988,0.961,-0.0491768,-7.134439,-0.00112247
"HS.580543",0.988,0.961,0.0491654,-7.13444,0.00120935
"HS.446299",0.988,0.961,0.0490426,-7.134446,0.00121635
"TCEA3",0.988,0.961,-0.0490035,-7.134448,-0.00355851
"HS.552396",0.988,0.961,-0.0490034,-7.134448,-0.00105335
"LOC644187",0.988,0.961,-0.0490001,-7.134448,-0.00124388
"HS.564654",0.988,0.961,0.0489472,-7.13445,0.00113916
"HS.566037",0.988,0.961,0.0489319,-7.134451,0.00137867
"EIF4E2",0.988,0.961,-0.048919,-7.134452,-0.00431111
"HS.566106",0.988,0.961,-0.048694,-7.134463,-0.00122158
"HS.570124",0.988,0.961,0.0486157,-7.134467,0.00116516
"ARFRP1",0.988,0.961,-0.0485942,-7.134468,-0.00135219
"HS.529324",0.988,0.961,-0.0485462,-7.13447,-0.00185866
"HS.572761",0.988,0.961,0.0485308,-7.134471,0.00122739
"GSTM1L",0.988,0.961,0.0484632,-7.134474,0.00122925
"PSEN1",0.988,0.961,-0.0484604,-7.134474,-0.00066936
"C6ORF141",0.988,0.961,0.0484462,-7.134475,0.001203
"HS.579465",0.988,0.961,-0.0483845,-7.134478,-0.00108125
"HS.539878",0.988,0.961,0.0483554,-7.134479,0.00152839
"HS.434235",0.988,0.962,0.0483312,-7.13448,0.00114939
"LOC644298",0.988,0.962,-0.0483236,-7.134481,-0.00126385
"HS.87124",0.988,0.962,0.0482316,-7.134485,0.00114254
"HS.120287",0.988,0.962,-0.048218,-7.134486,-0.0012015
"ASCL1",0.988,0.962,-0.0481936,-7.134487,-0.00138142
"HS.438246",0.988,0.962,0.0481765,-7.134488,0.00140123
"KIF12",0.988,0.962,0.0481134,-7.134491,0.00131954
"ARID1B",0.988,0.962,-0.0480577,-7.134494,-0.00097957
"IGFALS",0.988,0.962,-0.0480013,-7.134496,-0.00123416
"HS.550117",0.988,0.962,-0.0479824,-7.134497,-0.0012926
"RAB6C",0.988,0.962,0.047978,-7.134497,0.00105845
"HS.581454",0.988,0.962,-0.0478837,-7.134502,-0.00142671
"RNF10",0.988,0.962,-0.0478162,-7.134505,-0.00269482
"DSPP",0.988,0.962,-0.0478055,-7.134506,-0.00126703
"LOC144817",0.988,0.962,-0.0477702,-7.134507,-0.00157554
"SBDS",0.988,0.962,0.0477661,-7.134508,0.00477673
"HS.562660",0.988,0.962,-0.0477645,-7.134508,-0.00123213
"TYMS",0.988,0.962,0.0477235,-7.13451,0.00256849
"HS.566890",0.988,0.962,0.0476455,-7.134513,0.00132898
"OR4K17",0.988,0.962,-0.0476437,-7.134513,-0.00087489
"HS.120340",0.988,0.962,-0.0476372,-7.134514,-0.00121689
